NormDeltaOmega,ITERATIONS,ReturnsMean,ReturnsStd,RewardMean,Eta,ConfortViolation,DualAfter,DeltaOmega,DualReg,TimestepsStd,WeightMin,RewardStd,WeightMax,WeightMean,Primal,WeightMedian,LossReg,NormDeltaVar,Wins,Epsilon,Traj,TimestepsMean,Omega,DualBefore,OmegaBefore
0.004324170412245643,537,1529.9736624708637,1.9389193741646693,7.611791557275887,1.6709321790221745,0,7.615134667359803,-0.004324170412245643,0.0,0.0,0.6492876210046918,0.07488881156242878,1.0,0.6492876210046918,7.615129989965348,0.8417801939077608,0.0,0.08900037607910907,100.0,0.001,500,201.0,6.8784192611900625,7.6155790888451005,6.882743431602308
0.0038222226411850357,538,1530.5558678698726,2.13573533773522,7.61475967999443,1.6699394543599153,0,7.6181012896700455,-0.0038222226411850357,0.0,0.0,0.625508619865576,0.07486639214859828,1.0,0.625508619865576,7.618096649392264,0.8452136354027133,0.0,0.004538040750833081,100.0,0.001,500,201.0,6.8745970385488775,7.618544252207768,6.8784192611900625
0.00392223034179473,539,1529.6569870003882,24.194963714702347,7.617432910131757,1.6827361592717065,0,7.6208864715222315,-0.00392223034179473,0.0,3.0744083760364496,0.009015549958349595,0.08208173408524559,1.0,0.009015549958349595,7.620881354552188,0.8347809115959183,0.0,0.002816170464529985,99.6,0.001,500,200.81048387096774,6.870674808207083,7.621338065897145,6.8745970385488775
0.0036795694181579464,540,1531.6710647242016,2.018054171298998,7.6201959024325445,1.657597479849044,0,7.623512557709934,-0.0036795694181579464,0.0,0.0,0.6430885484341523,0.07429090155316716,1.0,0.6430885484341523,7.623508383386985,0.8462733501056878,0.0,0.1094137161407305,100.0,0.001,500,201.0,6.866995238788925,7.623939885039566,6.870674808207083
0.004203981955918756,541,1531.0982947903465,16.847518989409846,7.623210839450454,1.6833456580550774,0,7.626708277266455,-0.004203981955918756,0.0,2.1004774988571038,0.008999962681177698,0.08521725293950591,1.0,0.008999962681177698,7.626703129009476,0.8347592630532572,0.0,0.004925780782183284,99.4,0.001,500,200.84677419354838,6.862791256833006,7.627156942955426,6.866995238788925
0.003724085977275138,542,1531.461103895183,23.624519854823518,7.625129347313098,1.6768433655838646,0,7.6285717643003705,-0.003724085977275138,0.0,3.000351582546049,0.008932460813600211,0.08186517136115802,1.0,0.008932460813600211,7.6285668637549415,0.8441699399232953,0.0,0.06366542700747227,99.6,0.001,500,200.84475806451613,6.859067170855731,7.629015652410041,6.862791256833006
0.0035830079193495123,543,1530.1386443187362,53.83069681611964,7.628702374567159,1.670032675963656,0,7.632130933512883,-0.0035830079193495123,0.0,6.971546154258998,0.008613274143919901,0.08156804996895532,1.0,0.008613274143919901,7.632126281761256,0.8310192091493745,0.0,0.0698614514824431,99.60079840319361,0.001,501,200.57545271629778,6.855484162936381,7.632566380151247,6.859067170855731
0.004420194647949849,544,1530.825525548275,55.238740360342646,7.632062734534647,1.6686783390746547,0,7.635488526661111,-0.004420194647949849,0.0,7.138084386128294,0.008630823934283072,0.08151180015146513,1.0,0.008630823934283072,7.635483925209924,0.8373347327010296,0.0,0.09277010834854098,99.60079840319361,0.001,501,200.57746478873239,6.851063968288432,7.635922336245099,6.855484162936381
0.003897866019005214,545,1533.1674498207549,30.89482245546598,7.63433108882309,1.6717992719911239,0,7.637763750674404,-0.003897866019005214,0.0,3.947331452808982,0.008861994580631584,0.08167760166497869,1.0,0.008861994580631584,7.637759034495018,0.853761842569216,0.0,0.005240115432273391,99.6,0.001,500,200.82258064516128,6.847166102269426,7.638201258021096,6.851063968288432
0.004245510413971587,546,1532.8235696288018,50.470209068349185,7.637173670406248,1.6622911811380419,0,7.640543332914443,-0.004245510413971587,0.0,6.542403194955196,0.00846721762531247,0.07795295898919984,1.0,0.00846721762531247,7.640538976833663,0.8386042608611993,0.0,0.018925049507889532,99.8003992015968,0.001,501,200.70623742454728,6.842920591855455,7.6409728596228765,6.847166102269426
