NormDeltaVar,TimestepsStd,DeltaOmega,Traj,OmegaBefore,NormDeltaOmega,ReturnsStd,TimestepsMean,Theta,ITERATIONS,ReturnsMean,RewardStd,RewardMean,ConfortViolation,Wins,Omega
0.3217549592372144,0.0,0.00345315,20,0.83883742,0.003453149064876815,57.00482435724191,500.0,0.1934052,10,1174.5,2.454587338026496,2.349,0,0.0,0.84229057
0.19494939070344586,0.0,0.0041869,20,0.84229057,0.00418689886824819,69.10976776114936,500.0,0.19128526,11,1185.2,2.4544661008048165,2.3704,0,0.0,0.84647747
0.13553411661161263,0.0,0.00510153,20,0.84647747,0.005101528774551389,66.70374802063223,500.0,0.18982191,12,1216.9,2.511775778209512,2.4338,0,0.0,0.851579
0.21977318704400162,0.0,0.00592822,20,0.851579,0.005928222475890199,62.66825352600789,500.0,0.18746727,13,1174.7,2.422213789078082,2.3494,0,0.0,0.85750722
0.20152231384567187,0.0,0.00563996,20,0.85750722,0.005639962317577685,46.782368473603384,500.0,0.18532798,14,1191.1,2.4602282739615853,2.3822,0,0.0,0.86314719
0.31128296143124956,0.0,0.00415539,20,0.86314719,0.004155392676115532,59.810032603234724,500.0,0.18206065,15,1208.6,2.504305125179438,2.4172,0,0.0,0.86730258
0.2942922966120456,0.0,0.00459995,20,0.86730258,0.004599950430946187,61.262957813021075,500.0,0.17901301,16,1208.5,2.496740074577248,2.417,0,0.0,0.87190253
0.3516261039272308,0.0,0.00402539,20,0.87190253,0.004025390478976321,50.245795844030575,500.0,0.17542412,17,1205.6,2.501942157604768,2.4112,0,0.0,0.87592792
0.327570099016544,0.0,0.00404997,20,0.87592792,0.004049973624373759,68.4470598345904,500.0,0.17213194,18,1209.0,2.512145696411735,2.418,0,0.0,0.87997789
0.42443107016509884,0.0,0.00286934,20,0.87997789,0.0028693360689193703,56.9824534396335,500.0,0.16793932,19,1201.0,2.48692500892166,2.402,0,0.0,0.88284723
0.31429182830833824,0.0,0.00138528,20,0.88284723,0.0013852775044110865,60.56888640217847,500.0,0.16488749,20,1213.1,2.5195939276002393,2.4262,0,0.0,0.88423251
0.3477547908411971,0.0,0.00150837,20,0.88423251,0.001508371019198984,64.89029203201353,500.0,0.16156278,21,1231.5,2.5400061023548743,2.463,0,0.0,0.88574088
0.28012031449572916,0.0,0.00152526,20,0.88574088,0.0015252600385542436,65.0661202162846,500.0,0.15892421,22,1204.0,2.4967050286327384,2.408,0,0.0,0.88726614
0.29913134732401403,0.0,0.00227035,20,0.88726614,0.002270348831858393,68.29816981442475,500.0,0.15614527,23,1224.4,2.523207989841503,2.4488,0,0.0,0.88953649
0.012605997355155552,0.0,0.00388577,20,0.88953649,0.003885772337271831,67.07607621201467,500.0,0.15602904,24,1252.0,2.574409446844072,2.504,0,0.0,0.89342226
0.027946816833658517,0.0,0.00392532,20,0.89342226,0.003925316950519897,69.36360717263773,500.0,0.15628682,25,1238.7,2.572409228719257,2.4774,0,0.0,0.89734758
0.09126477934733046,0.0,0.00261533,20,0.89734758,0.0026153333117977517,55.921015727542006,500.0,0.15544627,26,1239.8,2.546759478238964,2.4796,0,0.0,0.89996291
0.018842723333136746,0.0,0.00356547,20,0.89996291,0.0035654728232248356,70.80642626202794,500.0,0.15561951,27,1229.5,2.5397871958099167,2.459,0,0.0,0.90352838
0.06205527240909703,0.0,0.0044105,20,0.90352838,0.004410501770466424,66.96536418179177,500.0,0.15619116,28,1239.8,2.566473035120377,2.4796,0,0.0,0.90793888
0.10586074397691903,0.0,0.0037645,20,0.90793888,0.0037644979981860116,50.435999048298825,500.0,0.15717028,29,1253.1,2.5880033925789205,2.5062,0,0.0,0.91170338
0.0020113943732980033,0.0,0.00419271,20,0.91170338,0.004192711974370433,78.29840355971506,500.0,0.15715163,30,1238.4,2.5512079021514493,2.4768,0,0.0,0.91589609
0.08007770060418551,0.0,0.00295032,20,0.91589609,0.0029503239376634793,59.11311191267129,500.0,0.15641059,31,1242.2,2.5808054246688186,2.4844,0,0.0,0.91884642
0.17733515199117988,0.0,0.00192733,20,0.91884642,0.0019273294873869418,76.55089810054484,500.0,0.15477966,32,1230.6,2.563921714873526,2.4612,0,0.0,0.92077375
0.262470385634586,0.0,0.00209618,20,0.92077375,0.0020961802310063282,77.42835397966303,500.0,0.15239127,33,1250.5,2.5761597388360844,2.501,0,0.0,0.92286993
0.28952264412414763,0.0,0.00135157,20,0.92286993,0.0013515749122784415,76.13113686265298,500.0,0.14979188,34,1271.5,2.6199143115758576,2.543,0,0.0,0.9242215
0.3786272383856186,0.0,0.00126091,20,0.9242215,0.0012609093504812874,64.21674236521189,500.0,0.14644773,35,1249.1,2.567838927970366,2.4982,0,0.0,0.92548241
0.42569946180575613,0.0,0.00163367,20,0.92548241,0.0016336744927208935,59.89023292657995,500.0,0.14276194,36,1270.6,2.6203630588145606,2.5412,0,0.0,0.92711609
0.40977337626518917,0.0,0.00147772,20,0.92711609,0.0014777212648812155,67.14246048515052,500.0,0.13928739,37,1272.3,2.6448082803863118,2.5446,0,0.0,0.92859381
0.4620830065479282,0.0,0.00187755,20,0.92859381,0.0018775455960284848,71.61082320431738,500.0,0.13545462,38,1262.3,2.616026536562655,2.5246,0,0.0,0.93047135
0.4253017828596164,0.0,0.00168251,20,0.93047135,0.0016825131056494858,54.0965802985734,500.0,0.1320059,39,1265.4,2.609339257359993,2.5308,0,0.0,0.93215387
