ITERATIONS,RewardStd,Traj,ConfortViolation,OmegaBefore,DeltaOmega,NormDeltaVar,Wins,ReturnsMean,RewardMean,ReturnsStd,TimestepsMean,TimestepsStd,NormDeltaOmega,Omega
1163,0.21556595014751764,250,0,0.4969626230429411,0.0012494743960466126,0.09110762334038587,91.2,1900.5056755921826,9.978293407637048,355.4417516906432,190.464,35.19171357010057,0.0012494743960466126,0.4982120974389877
1164,0.2060662821106222,250,0,0.4982120974389877,0.015361962682422903,0.11352600202738412,92.0,1890.2551613697065,9.978963390962635,400.7518857682999,189.424,39.750675767840725,0.015361962682422903,0.5135740601214106
1165,0.3122733298582961,250,0,0.5135740601214106,0.012588886164589863,0.09250127763252078,82.39999999999999,1806.1938354969388,9.970158067437286,476.3038342840704,181.16,47.19701685488183,0.012588886164589863,0.5261629462860005
1166,0.24502766139878202,250,0,0.5261629462860005,0.014418974387561123,0.07826836482586792,88.8,1870.3530785142016,9.975003618665212,402.53511173526664,187.504,39.87091651818403,0.014418974387561123,0.5405819206735616
1167,0.15717606244336235,250,0,0.5405819206735616,0.015341594268028613,0.09036238565502319,95.19999999999999,1951.886729688644,9.979379165245224,255.38336748491938,195.592,25.27515649803182,0.015341594268028613,0.5559235149415902
1168,0.15774993442497356,250,0,0.5559235149415902,0.00564205639692994,0.09097422549892017,95.19999999999999,1937.554406759289,9.978752455395783,307.7077026552211,194.168,30.508683616308325,0.00564205639692994,0.5615655713385201
1169,0.18293507339985973,250,0,0.5615655713385201,0.0016990158982223003,0.0835354683715996,93.60000000000001,1919.6005456048458,9.977133812914996,336.62131873398914,192.4,33.360335729725506,0.0016990158982223003,0.5632645872367424
1170,0.14357474102017329,250,0,0.5632645872367424,-0.006345877294461344,0.12367638329265829,96.0,1950.1683357990273,9.979164973590898,276.0697714120317,195.424,27.361071324054546,0.006345877294461344,0.5569187099422811
1171,0.14314868071250295,250,0,0.5569187099422811,-0.007866253724456596,0.10744396512675333,96.0,1962.1796745856234,9.979349797510089,219.89291937587768,196.624,21.727278338531036,0.007866253724456596,0.5490524562178245
1172,0.1710327411617288,250,0,0.5490524562178245,0.019991407933190986,0.08474131764136832,94.39999999999999,1922.5623297010063,9.97842099371474,345.0422683969967,192.672,34.224617105235815,0.019991407933190986,0.5690438641510155
1173,0.06378517996639115,250,0,0.5690438641510155,0.03188041829059207,0.08900618421239523,99.2,1994.2300656342613,9.981131459630937,134.70357961410647,199.8,13.36263447079205,0.03188041829059207,0.6009242824416076
1174,0.06373583780289012,250,0,0.6009242824416076,0.004907844288015495,0.058772381509475426,99.2,1996.7875699246283,9.979546849009576,102.76961427869401,200.088,10.155602197801958,0.004907844288015495,0.605832126729623
1175,0.09014336729925859,250,0,0.605832126729623,-0.00260393752878596,0.06838195320118691,98.4,1984.863239873426,9.9785997821822,165.4271037702956,198.912,16.3843906203435,0.00260393752878596,0.6032281892008371
1176,0.09021485339454771,250,0,0.6032281892008371,-0.014887471336468061,0.03792384459926942,98.4,1982.5283932737518,9.978500066809703,183.6476320108131,198.68,18.215422037383593,0.014887471336468061,0.588340717864369
1177,0.12817719828830915,250,0,0.588340717864369,-0.01387734309581412,0.054622297030017676,96.8,1959.0927396474956,9.978265522611725,259.7746328189711,196.336,25.766938196068224,0.01387734309581412,0.5744633747685549
1178,0.12797118110289457,250,0,0.5744633747685549,-0.015362544060866568,0.04675852017798052,96.8,1966.4346265997408,9.9790649693475,220.1485531156657,197.056,21.778633198619236,0.015362544060866568,0.5591008307076883
1179,0.17086299475674194,250,0,0.5591008307076883,-0.019742089631477944,0.04485474400799531,94.39999999999999,1926.0169955392262,9.978121868468303,330.4410497482264,193.024,32.75984468827653,0.019742089631477944,0.5393587410762104
1180,0.2057706737453136,250,0,0.5393587410762104,-0.024803084613337023,0.039882582231964225,92.0,1895.3392232795172,9.977149958306228,379.9022611685605,189.968,37.65377771220306,0.024803084613337023,0.5145556564628734
1181,0.24639068513437923,250,0,0.5145556564628734,-0.04699046109297733,0.029593329282230282,88.8,1849.7553957684593,9.97624474569864,453.070979916582,185.416,44.9236123213617,0.04699046109297733,0.46756519536989605
1182,0.27331314469986717,250,0,0.46756519536989605,-0.045183310324010295,0.03346103762241251,86.4,1824.9036382288589,9.976512345445325,478.9595180622567,182.92,47.480117944251155,0.045183310324010295,0.42238188504588575
1183,0.4454158047061034,250,0,0.42238188504588575,-0.032068826595437416,0.03223288306195878,68.8,1569.807860012611,9.961215417106267,673.5961848452888,157.592,66.79749648003285,0.032068826595437416,0.39031305845044834
1184,0.539099657602226,250,0,0.39031305845044834,-0.03058582233499274,0.05687617831492468,58.4,1424.626393711437,9.94962002536203,712.0939080166395,143.184,70.60361282540717,0.03058582233499274,0.3597272361154556
1185,0.5164219498678861,250,0,0.3597272361154556,-0.022252552494866684,0.06776205983208083,61.6,1434.8006258726928,9.955044306954182,739.4819891194845,144.128,73.34619019417437,0.022252552494866684,0.3374746836205889
1186,0.639667892168391,250,0,0.3374746836205889,-0.020458278427588072,0.05579139578123796,48.0,1260.5178958243907,9.935977864677064,751.0763754880778,126.864,74.50533876172902,0.020458278427588072,0.31701640519300084
1187,0.604439567529935,250,0,0.31701640519300084,-0.0016639739218787808,0.05199790604443449,51.2,1327.0686733438638,9.942674668423818,739.7116654970545,133.472,73.37940593926882,0.0016639739218787808,0.31535243127112206
1188,0.6384729445485496,250,0,0.31535243127112206,0.016574608634099708,0.031108532484589117,48.8,1246.221258946897,9.937334611403555,759.3564866964124,125.408,75.31513484021654,0.016574608634099708,0.33192703990522177
1189,0.5471881733072638,250,0,0.33192703990522177,0.03657005044538458,0.038499891732582156,57.599999999999994,1409.7736343950635,9.950968676909078,727.570755607186,141.672,72.1596869172809,0.03657005044538458,0.36849709035060635
1190,0.4404884543934451,250,0,0.36849709035060635,0.03965898806067597,0.055638100553520135,69.6,1564.832842165626,9.96454942795228,683.6996189753256,157.04,67.80187608023836,0.03965898806067597,0.4081560784112823
1191,0.4331953453813567,250,0,0.4081560784112823,0.02897188898963038,0.06272415627525682,70.39999999999999,1575.2774720532373,9.963552295028824,681.6980825729623,158.104,67.610510898824,0.02897188898963038,0.4371279674009127
1192,0.3641314099712222,250,0,0.4371279674009127,0.03178379156837752,0.06533558238621558,77.60000000000001,1689.7417814933801,9.969683880235653,605.1937928947219,169.488,60.009947975314894,0.03178379156837752,0.4689117589692902
1193,0.3005714686002958,250,0,0.4689117589692902,0.026436946508484382,0.08518600910147696,84.0,1774.2074956398735,9.974182008319502,536.9046307131212,177.88,53.23211061004438,0.026436946508484382,0.4953487054777746
1194,0.27466928517188116,250,0,0.4953487054777746,0.03515959081598624,0.08806570044851826,86.4,1806.1851404945617,9.97495549005126,508.1477746173595,181.072,50.39224956280479,0.03515959081598624,0.5305082962937608
1195,0.14368398622437106,250,0,0.5305082962937608,0.02274643647437813,0.09596794479485721,96.0,1946.8897288386897,9.981183500321393,294.00858206990716,195.056,29.160604657654133,0.02274643647437813,0.553254732768139
1196,0.15756774138339444,250,0,0.553254732768139,0.01732302233107441,0.08453345931541122,95.19999999999999,1941.6611836931402,9.97893462550952,292.3269767892186,194.576,28.96736480938506,0.01732302233107441,0.5705777550992134
1197,0.1281016431676427,250,0,0.5705777550992134,0.007988840454420942,0.06505100631910514,96.8,1962.7152604044923,9.979231545680761,240.283231261863,196.68,23.80137811136154,0.007988840454420942,0.5785665955536343
1198,0.12814364830356467,250,0,0.5785665955536343,0.003932870025149526,0.03720788876969677,96.8,1960.5959049321343,9.978602936340257,251.32573193454877,196.48,24.913482293730038,0.003932870025149526,0.5824994655787838
1199,0.11028725021960538,250,0,0.5824994655787838,-0.008540252272512872,0.03841802740665986,97.6,1980.6388610234856,9.979437205366429,190.16268563610777,198.472,18.859300517251427,0.008540252272512872,0.573959213306271
1200,0.14361887322739858,250,0,0.573959213306271,-0.02052758581914449,0.06350242979318735,96.0,1948.8686099477595,9.978641553412933,281.7210196790376,195.304,27.9282578045964,0.02052758581914449,0.5534316274871265
1201,0.15710506873371718,250,0,0.5534316274871265,-0.019817165899619016,0.06790125273099995,95.19999999999999,1953.7833940747935,9.978872446651515,245.12513294123698,195.792,24.236929178425225,0.019817165899619016,0.5336144615875075
1202,0.2264280167935695,250,0,0.5336144615875075,-0.01949478690571904,0.08390589772586035,90.4,1878.1646429283642,9.976228290742599,400.72151874314665,188.264,39.70393310492047,0.01949478690571904,0.5141196746817884
1203,0.21668432383320105,250,0,0.5141196746817884,-0.02800454524562046,0.0695604324547166,91.2,1880.2834022554468,9.978154331646396,412.66504901487326,188.44,40.91912022514658,0.02800454524562046,0.48611512943616797
1204,0.282311218704844,250,0,0.48611512943616797,-0.029941776002776033,0.059146767964743184,85.6,1809.925245227042,9.974897740548489,495.31351216818217,181.448,49.10551186985021,0.029941776002776033,0.45617335343339194
1205,0.35611649957661135,250,0,0.45617335343339194,-0.030751957593307844,0.057923044456408695,78.4,1703.633075904045,9.96976285056206,597.5081131272023,170.88,59.25032995688716,0.030751957593307844,0.4254213958400841
1206,0.3726863751280969,250,0,0.4254213958400841,-0.023513942627567952,0.058348549866248337,76.8,1670.8946995100034,9.96953877989262,619.4327121216832,167.6,61.41543779865125,0.023513942627567952,0.40190745321251614
1207,0.43814805397219564,250,0,0.40190745321251614,-0.011511547662434563,0.05844759979270683,69.6,1581.3697591042728,9.963267131453332,670.6274061789973,158.72,66.50625233765619,0.011511547662434563,0.3903959055500816
1208,0.3694773056908397,250,0,0.3903959055500816,0.007222992636932601,0.05212147250731825,76.8,1700.510669227383,9.97156418133053,603.9856892500953,170.536,59.90866968978696,0.007222992636932601,0.3976188981870142
1209,0.5437955580465391,250,0,0.3976188981870142,0.020652303047788145,0.052533650223117026,57.599999999999994,1426.5981327145296,9.948383073323079,712.1750186719096,143.4,70.62792648804013,0.020652303047788145,0.4182712012348023
1210,0.34813795113303786,250,0,0.4182712012348023,0.01972562337242706,0.055943585639360666,79.2,1717.5221245284113,9.972142949791047,587.4980281648136,172.232,58.26039972399777,0.01972562337242706,0.4379968246072294
1211,0.3868292073877075,250,0,0.4379968246072294,0.024059855814262898,0.07351804656112305,75.2,1656.8390562137054,9.96702834721176,621.6585041633826,166.232,61.630659383134955,0.024059855814262898,0.4620566804214923
1212,0.3102606671024926,250,0,0.4620566804214923,0.011174640795029278,0.07899340800707418,83.2,1748.0762748497134,9.973960852483758,578.6517188958533,175.264,57.405943106964116,0.011174640795029278,0.47323132121652156
1213,0.30871484700679547,250,0,0.47323132121652156,0.0006505204499693273,0.05908955087242498,83.2,1765.612480745479,9.973408653494731,542.4592950365083,177.032,53.77849919809961,0.0006505204499693273,0.4738818416664909
1214,0.27354368655434425,250,0,0.4738818416664909,-0.003939920503623795,0.06712685751517393,86.4,1821.5663397252827,9.9761563470759,487.3557855610638,182.592,48.32590957240225,0.003939920503623795,0.4699419211628671
1215,0.2910455392531107,250,0,0.4699419211628671,-0.004467533415649483,0.05665837403342679,84.8,1797.8554318425226,9.9747860177681,509.0730899536823,180.24,50.46779567209172,0.004467533415649483,0.4654743877472176
1216,0.3177637332184081,250,0,0.4654743877472176,-0.004465988069009275,0.046072582397729225,82.39999999999999,1745.3527770108617,9.972988532014886,568.597695898201,175.008,56.38574231133257,0.004465988069009275,0.46100839967820834
1217,0.28134304745097516,250,0,0.46100839967820834,-0.009392561512999664,0.06919634700820147,85.6,1822.877850850982,9.975908732383555,461.9857381871857,182.728,45.76100977906847,0.009392561512999664,0.45161583816520867
1218,0.3712750250563391,250,0,0.45161583816520867,-0.002929099809936442,0.0869304120889265,76.8,1682.9923662559488,9.967971844681054,599.2755609109645,168.84,59.40268007421887,0.002929099809936442,0.44868673835527223
1219,0.37900775065556885,250,0,0.44868673835527223,-0.006669080384121673,0.07222139171790094,76.0,1670.7176957732652,9.96753111739491,612.0002442073358,167.616,60.67207383961751,0.006669080384121673,0.44201765797115056
1220,0.3659220805427853,250,0,0.44201765797115056,-0.01412448847479636,0.04635245410489345,77.60000000000001,1673.0300755090534,9.96943125511902,625.968227943019,167.816,62.08270406481986,0.01412448847479636,0.4278931694963542
1221,0.35574141693780253,250,0,0.4278931694963542,-0.009757627560893267,0.04268755989593797,78.4,1708.0241763213683,9.97118541192654,592.1210645971889,171.296,58.71300012774003,0.009757627560893267,0.41813554193546093
1222,0.46090618121741733,250,0,0.41813554193546093,-0.011515014733801399,0.0651937815153424,67.2,1540.4313340299766,9.959341923748166,679.107182796727,154.672,67.32640207229257,0.011515014733801399,0.40662052720165953
1223,0.4016544379145886,250,0,0.40662052720165953,-0.002174176915473669,0.054072639466740444,73.6,1635.6745746571864,9.967304725400883,641.3805325713755,164.104,63.60110992742186,0.002174176915473669,0.40444635028618586
1224,0.43671948456226356,250,0,0.40444635028618586,-0.0009813534072530272,0.05773347150507029,69.6,1591.7210412587667,9.96320130983204,661.9574117269053,159.76,65.64637385263562,0.0009813534072530272,0.40346499687893284
1225,0.3775792255637039,250,0,0.40346499687893284,0.010775296587479333,0.05017845900854789,76.0,1683.9022459263751,9.970054032815312,608.5721345864229,168.896,60.349624555584434,0.010775296587479333,0.41424029346641217
1226,0.47498340170526837,250,0,0.41424029346641217,0.020221684689304742,0.037736265794105016,65.60000000000001,1520.6431679276373,9.957587929747742,699.8957978897603,152.712,69.41663385673495,0.020221684689304742,0.4344619781557169
1227,0.3419806057085359,250,0,0.4344619781557169,0.002193707309371351,0.038951393637646714,80.0,1711.3420409328476,9.972390803067732,599.5864481613019,171.608,59.466548041735194,0.002193707309371351,0.43665568546508826
1228,0.4304056621201574,250,0,0.43665568546508826,-0.006123853483604003,0.054297865495098935,70.39999999999999,1595.4487069818806,9.962588089356332,666.5248391308162,160.144,66.11078024044188,0.006123853483604003,0.43053183198148426
1229,0.4467013100016597,250,0,0.43053183198148426,-0.00673840302876455,0.0408053172249556,68.8,1560.5481566043006,9.960606595973118,679.3401091361729,156.672,67.36679015657492,0.00673840302876455,0.4237934289527197
1230,0.39134998754390654,250,0,0.4237934289527197,0.005020798188522357,0.047943624061866356,74.4,1670.8790967820325,9.96754257410299,616.1740187855767,167.632,61.11072390341977,0.005020798188522357,0.42881422714124207
1231,0.41622580227426836,250,0,0.42881422714124207,0.003875129264800825,0.07017047332926146,72.0,1614.5992643736906,9.964693791187488,646.1042107933702,162.032,64.05846529538465,0.003875129264800825,0.4326893564060429
1232,0.45240394886451996,250,0,0.4326893564060429,-0.0036285415522122055,0.07026516542808227,68.0,1560.0771752902701,9.959634673712145,682.6104607983549,156.64,67.70800838896386,0.0036285415522122055,0.4290608148538307
1233,0.39453996450696716,250,0,0.4290608148538307,0.006011658519238572,0.05990078344388379,74.4,1643.7263228447996,9.966810106990053,638.467775908572,164.92,63.31806693195868,0.006011658519238572,0.43507247337306926
1234,0.38073828351990735,250,0,0.43507247337306926,0.006133224835542073,0.04216856402791906,76.0,1655.3385634770289,9.968075943473774,638.2712096265673,166.064,63.30810298848007,0.006133224835542073,0.44120569820861133
1235,0.3702057976049041,250,0,0.44120569820861133,-0.0009021498683914886,0.04849283153554181,76.8,1692.865834654572,9.968824107590404,603.6371689560038,169.816,59.866302240910116,0.0009021498683914886,0.44030354834021984
1236,0.3785967253817889,250,0,0.44030354834021984,-0.007315674850090659,0.0405562849558335,76.0,1674.3188080459565,9.968082063523747,612.590611310824,167.968,60.739698517526406,0.007315674850090659,0.4329878734901292
1237,0.30043315054450115,250,0,0.4329878734901292,-0.016295193523491014,0.05593759474856898,84.0,1776.1319989836095,9.976027853199335,539.7484717411891,178.04,53.526128199226214,0.016295193523491014,0.41669267996663817
1238,0.46079007764938995,250,0,0.41669267996663817,-0.013493890517925211,0.011873606133229058,67.2,1541.2539021074194,9.959508776024991,684.2592074054529,154.752,67.85215174185709,0.013493890517925211,0.40319878944871296
1239,0.4254416860162814,250,0,0.40319878944871296,-0.023459851013003796,0.03763923662119256,71.2,1589.6814880116806,9.9649057721007,671.76428211347,159.528,66.61754435582266,0.023459851013003796,0.37973893843570916
1240,0.5655085974363065,250,0,0.37973893843570916,-0.03556337727119535,0.0480140096418423,56.00000000000001,1368.0506384985167,9.946276380638318,738.4417603300941,137.544,73.2337085227834,0.03556337727119535,0.3441755611645138
1241,0.5457784987135946,250,0,0.3441755611645138,-0.03875427449083291,0.041445933325553304,57.599999999999994,1417.2710600898074,9.951069062024708,712.1591892645417,142.424,70.60575206029606,0.03875427449083291,0.3054212866736809
1242,0.6855203254555899,250,0,0.3054212866736809,-0.03180684533918787,0.052267976203570994,44.0,1180.0766872915265,9.92929361277873,756.6055038539532,118.848,75.05081542528369,0.03180684533918787,0.27361444133449303
1243,0.9642492300883266,250,0,0.27361444133449303,-0.024298217179923642,0.053074186231124296,16.8,873.2087510132221,9.867211523834095,644.7631346764347,88.496,64.1111065572885,0.024298217179923642,0.2493162241545694
1244,0.8513429970201746,250,0,0.2493162241545694,-0.017301180756305323,0.05420250106323748,25.6,1008.6882914814812,9.89686314247921,679.1898429567628,101.92,67.45008228312253,0.017301180756305323,0.23201504339826406
1245,1.035750066532998,250,0,0.23201504339826406,-0.016003533604178416,0.04932411529259368,10.4,811.5877925872953,9.849366414894362,589.8168465822499,82.4,58.72934530539226,0.016003533604178416,0.21601150979408565
1246,1.0657247088330863,250,0,0.21601150979408565,-0.012234328127940203,0.04729000310450716,10.4,765.2431264564518,9.842102151153048,571.8794708258492,77.752,56.91153218812511,0.012234328127940203,0.20377718166614545
1247,1.0980516110778455,250,0,0.20377718166614545,-0.011383809209591533,0.04714762228775146,10.4,719.2954161643167,9.832887906883155,541.536650430669,73.152,53.861163151198284,0.011383809209591533,0.1923933724565539
1248,1.1343404298825952,250,0,0.1923933724565539,-0.006000014953114974,0.04918212565482632,9.6,678.4204181732193,9.823068721377552,536.4489672662047,69.064,53.35147518110441,0.006000014953114974,0.18639335750343894
1249,1.1989560742739784,250,0,0.18639335750343894,-0.006420679200854623,0.04361591772642295,4.8,636.4553678629466,9.802479174823599,453.65926032163185,64.928,45.18675487352461,0.006420679200854623,0.17997267830258432
1250,1.1039958667076375,250,0,0.17997267830258432,-0.0014122835062601036,0.0493712862713429,8.799999999999999,724.3444554413596,9.833086113180926,563.3295902361308,73.664,56.086781900907816,0.0014122835062601036,0.1785603947963242
1251,1.1759230672081995,250,0,0.1785603947963242,0.0015277327583272382,0.0564335343143913,5.6000000000000005,657.2741156516149,9.810061427636045,502.0916463457667,67.0,50.02303469402871,0.0015277327583272382,0.18008812755465145
1252,1.115289454942066,250,0,0.18008812755465145,0.006045882328585828,0.05129607085570016,7.199999999999999,721.5231324580293,9.828944154016312,521.711124617898,73.408,51.95969145404926,0.006045882328585828,0.18613400988323728
1253,1.1988382247050007,250,0,0.18613400988323728,0.006672656788195952,0.04403919305654401,4.0,641.962591180718,9.802751514486895,446.6469239806087,65.488,44.51509694474449,0.006672656788195952,0.19280666667143323
1254,1.1298895699928695,250,0,0.19280666667143323,0.007640425864942957,0.04499732445127086,4.0,726.3745865767418,9.824369543615314,494.15641159745644,73.936,49.29790973256371,0.007640425864942957,0.2004470925363762
1255,1.0760683425056066,250,0,0.2004470925363762,0.016257588965155917,0.0493921443841115,12.0,736.9138948808459,9.840213316964613,573.3218391242086,74.888,56.99729340942427,0.016257588965155917,0.2167046815015321
1256,1.0255764468958672,250,0,0.2167046815015321,0.021093949848331323,0.04192061273745396,14.399999999999999,791.621775565701,9.853885873900879,614.2691448504286,80.336,61.07280167144783,0.021093949848331323,0.23779863134986343
1257,0.9115445370923975,250,0,0.23779863134986343,0.03015700324321388,0.048174075617669516,20.8,933.4796903298893,9.882693426885423,678.2947446438004,94.456,67.42539628359629,0.03015700324321388,0.2679556345930773
1258,0.8215170220809499,250,0,0.2679556345930773,0.03195668723485323,0.043249466679012846,28.799999999999997,1038.1139064099714,9.902643338007206,711.3845542024977,104.832,70.64850866083445,0.03195668723485323,0.29991232182793054
1259,0.7513349454779388,250,0,0.29991232182793054,0.028155565765339452,0.04783202321665746,36.0,1119.2961826113467,9.916508811851891,734.5783347108247,112.872,72.90837822911712,0.028155565765339452,0.32806788759327
1260,0.6126727524333965,250,0,0.32806788759327,0.03669510004792709,0.046417630303268086,51.2,1291.145252816443,9.94106292590424,758.2905022042484,129.88,75.21878488781907,0.03669510004792709,0.3647629876411971
1261,0.6289949673087709,250,0,0.3647629876411971,0.03496728350911349,0.0478646450207047,48.8,1283.9341717620105,9.936340482308774,741.1206328376028,129.216,73.51066143084282,0.03496728350911349,0.39973027115031057
1262,0.4502069861531481,250,0,0.39973027115031057,0.05108773100825814,0.05559962995429974,68.0,1576.1790508176293,9.961693869562325,664.3846618710769,158.224,65.88084565334601,0.05108773100825814,0.4508180021585687
1263,0.35616490885052804,250,0,0.4508180021585687,0.0526079675187654,0.06194785694347968,78.4,1703.4439250226137,9.969589410423575,587.8463163209944,170.864,58.274020832614596,0.0526079675187654,0.5034259696773341
1264,0.2828797060467962,250,0,0.5034259696773341,0.045465222026591645,0.0572703905891709,85.6,1803.1261405037,9.973925460791332,506.3238342243156,180.784,50.20224441197824,0.045465222026591645,0.5488911917039258
1265,0.1281700111168587,250,0,0.5488911917039258,0.02450645518635275,0.050246458301828334,96.8,1959.6652127560303,9.980774623905138,258.45628063900557,196.344,25.626893373953852,0.02450645518635275,0.5733976468902785
1266,0.11060641497441087,250,0,0.5733976468902785,0.01994490384612091,0.06767637187674735,97.6,1975.9427063704734,9.979911846794181,197.13062722367397,197.992,19.518809799780314,0.01994490384612091,0.5933425507363994
1267,0.12800719293398422,250,0,0.5933425507363994,0.007286038562783648,0.039592852290462145,96.8,1964.2020913790916,9.977862454683075,230.524578632712,196.856,22.82444444011727,0.007286038562783648,0.6006285892991831
1268,0.06379765917000221,250,0,0.6006285892991831,-0.0003913023131066895,0.038364657956120485,99.2,1994.6463510665762,9.97961871130812,126.72203728008319,199.872,12.56087640254453,0.0003913023131066895,0.6002372869860764
1269,0.12808903651318262,250,0,0.6002372869860764,0.004792227072751509,0.034776686030646715,96.8,1960.1979468077207,9.97738998904492,251.91342332601533,196.464,24.977924333298795,0.004792227072751509,0.6050295140588279
1270,0.11068780527154333,250,0,0.6050295140588279,-0.004006676671058251,0.04788598633278704,97.6,1973.0832092680964,9.977967519965693,209.8086029984817,197.744,20.78611228681304,0.004006676671058251,0.6010228373877696
1271,0.1828170562831368,250,0,0.6010228373877696,-0.01572188857900969,0.06540705172078043,93.60000000000001,1921.6453079921055,9.974904011420339,331.99372522760467,192.648,32.904530022475626,0.01572188857900969,0.5853009488087599
1272,0.14358169674061286,250,0,0.5853009488087599,-0.02105270210137411,0.07662613245702393,96.0,1950.9257599622263,9.978139116009752,271.7382227971713,195.52,26.924665271828356,0.02105270210137411,0.5642482467073858
1273,0.15738082393455363,250,0,0.5642482467073858,-0.02299168902483928,0.0734799763003309,95.19999999999999,1946.5618974285646,9.978275053457887,278.59964214372866,195.08,27.603362114061394,0.02299168902483928,0.5412565576825465
1274,0.20623171910955093,250,0,0.5412565576825465,-0.01816604529598953,0.07382262654199163,92.0,1888.0163577883895,9.977257323224347,403.0530247234575,189.232,39.970616407556186,0.01816604529598953,0.523090512386557
1275,0.21668426590807494,250,0,0.523090512386557,-0.022574930107492786,0.07392782405045531,91.2,1880.4430669824346,9.977730850360997,408.3645764623879,188.464,40.48279516041352,0.022574930107492786,0.5005155822790642
1276,0.22713380838358546,250,0,0.5005155822790642,-0.021195157252261232,0.08687356968280927,90.4,1866.882356947389,9.978205610742021,431.9868640873041,187.096,42.8310959934485,0.021195157252261232,0.479320425026803
1277,0.2649319319287743,250,0,0.479320425026803,-0.013017389060320128,0.08688797878843861,87.2,1828.3669937104028,9.976683875231377,479.97453007577695,183.264,47.590275309142726,0.013017389060320128,0.46630303596648287
1278,0.3807169107403423,250,0,0.46630303596648287,-0.009337508299708086,0.10223686122099766,76.0,1655.3495904403603,9.966701931749197,636.758090468913,166.088,63.15403594387297,0.009337508299708086,0.4569655276667748
1279,0.34928745084891477,250,0,0.4569655276667748,-0.003681900863730214,0.1182178489235913,79.2,1706.1132192356347,9.970273604696324,595.2847669314185,171.12,59.02671937351762,0.003681900863730214,0.45328362680304457
1280,0.30719040032117984,250,0,0.45328362680304457,0.003974937084176955,0.11197745301879657,83.2,1783.4404672296448,9.974499257436491,526.1993017432598,178.8,52.176163139886015,0.003974937084176955,0.4572585638872215
1281,0.36941143262490683,250,0,0.4572585638872215,0.0010760632986087648,0.10573598140532776,76.8,1699.7857644098233,9.967781035430095,580.7026730674625,170.528,57.55728638495737,0.0010760632986087648,0.4583346271858303
1282,0.3335869682673923,250,0,0.4583346271858303,-0.002066694433493499,0.10981615598355701,80.80000000000001,1727.0873226837605,9.971635812261894,583.5475168352481,173.2,57.87185844605304,0.002066694433493499,0.4562679327523368
1283,0.3072022494896006,250,0,0.4562679327523368,-0.005760368538179961,0.10904626653990175,83.2,1783.0974936143457,9.973919841669721,519.1123220124537,178.776,51.45559079439279,0.005760368538179961,0.45050756421415683
1284,0.3406685005857181,250,0,0.45050756421415683,-0.005224133404287956,0.12152368388981542,80.0,1724.6819378298621,9.971565320477927,570.9052149236641,172.96,56.58924279401519,0.005224133404287956,0.4452834308098689
1285,0.33393856227282603,250,0,0.4452834308098689,-0.01600767894253563,0.12170258403214484,80.80000000000001,1723.6241728302011,9.972368507464715,585.6992092581253,172.84,58.08013774088351,0.01600767894253563,0.42927575186733324
1286,0.37272921673876636,250,0,0.42927575186733324,-0.01808840200922307,0.12165243852638459,76.8,1670.5142610853534,9.969172282806703,621.6448864824123,167.568,61.6410689070201,0.01808840200922307,0.4111873498581102
1287,0.3884062691734333,250,0,0.4111873498581102,-0.017576534223297025,0.11499851522491815,75.2,1644.004494901194,9.968496816039258,644.842406028924,164.92,63.95193194892551,0.017576534223297025,0.39361081563481315
1288,0.4760781523277706,250,0,0.39361081563481315,-0.016053804382873627,0.11120739430643428,65.60000000000001,1513.9422508264583,9.958573980598185,701.4389952177039,152.024,69.56222699137803,0.016053804382873627,0.3775570112519395
1289,0.4696431187106995,250,0,0.3775570112519395,-0.02043892406999437,0.10717375122390094,66.4,1520.1754470689966,9.960264749115453,698.611880198366,152.624,69.27240882198338,0.02043892406999437,0.35711808718194515
1290,0.5564194632842195,250,0,0.35711808718194515,-0.03359257046466607,0.10225425870333305,56.8,1388.332295076758,9.948494432733018,735.0059618902492,139.552,72.90031067149165,0.03359257046466607,0.3235255167172791
1291,0.5629332674574026,250,0,0.3235255167172791,-0.04076628609484928,0.1087599358311725,56.8,1356.6108684476023,9.949912489347549,757.8754671978052,136.344,75.16904724685553,0.04076628609484928,0.2827592306224298
1292,0.7360839434072369,250,0,0.2827592306224298,-0.04687322037912428,0.09969141696529549,37.6,1137.8808438214814,9.92014963577104,738.7279558999165,114.704,73.32012264037752,0.04687322037912428,0.23588601024330552
1293,0.8977725315030256,250,0,0.23588601024330552,-0.04535141108217011,0.09406595922539711,21.6,953.4574883394761,9.886535548936914,662.7847108167932,96.44,65.85115336879073,0.04535141108217011,0.1905345991611354
1294,1.0961194959851628,250,0,0.1905345991611354,-0.032720063394203525,0.09394730721721062,7.199999999999999,747.9746956861627,9.834525818951336,522.4078721545915,76.056,52.029115541204426,0.032720063394203525,0.15781453576693188
1295,1.211753847799256,250,0,0.15781453576693188,-0.029793651597491616,0.08987620962701175,4.0,627.8564913007425,9.799233538842904,428.8338684311879,64.072,42.74055235955661,0.029793651597491616,0.12802088416944027
1296,1.3302111771652256,250,0,0.12802088416944027,-0.023581613109169022,0.08262174062893578,0.8,533.5553129893021,9.760634292940546,299.09993035519204,54.664,29.862067979294398,0.023581613109169022,0.10443927106027125
