TimestepsMean,DeltaOmega,Wins,ITERATIONS,ReturnsStd,ReturnsMean,RewardStd,Omega,NormDeltaVar,RewardMean,OmegaBefore,ConfortViolation,NormDeltaOmega,TimestepsStd,Traj
115.584,0.03930985804808379,32.800000000000004,1252,714.2821932629864,1146.029367225205,0.7607666343650943,0.31766323962150106,0.07033010377304606,9.915121186541434,0.27835338157341727,0,0.03930985804808379,70.93717603626465,250
126.728,0.04692315272545955,48.8,1253,757.3296359985687,1259.393620402188,0.6351260370545411,0.3645863923469606,0.09731011847264,9.937769241226787,0.31766323962150106,0,0.04692315272545955,75.124150684051,250
147.688,0.0353426328081245,62.4,1254,720.279116492939,1470.3673460829002,0.5048711504026292,0.3999290251550851,0.08699971180368248,9.95590261959604,0.3645863923469606,0,0.0353426328081245,71.45039297302709,250
159.256,0.04028313576158926,70.39999999999999,1255,669.968143104687,1586.7597179708346,0.43163056993458937,0.44021216091667437,0.11063881478557093,9.963578879105556,0.3999290251550851,0,0.04028313576158926,66.44972884820524,250
165.088,0.019727136895506536,74.4,1256,636.6271587456782,1645.230075811561,0.3943720601734581,0.4599392978121809,0.1425486425017318,9.965776287868051,0.44021216091667437,0,0.019727136895506536,63.13997351915821,250
174.224,0.006551723198760406,82.39999999999999,1257,586.5418482220899,1737.5453038075316,0.3184677006462401,0.4664910210109413,0.1716671317634989,9.973053676918976,0.4599392978121809,0,0.006551723198760406,58.18960237018294,250
182.696,-0.009208692346506953,86.4,1258,479.88426219911014,1822.638887010884,0.27349613093847674,0.45728232866443436,0.20281200514572603,9.976348070077528,0.4664910210109413,0,0.009208692346506953,47.57044864198781,250
177.568,-0.014024905060010529,83.2,1259,540.9689126217261,1771.0008067491226,0.30823766419943105,0.44325742360442383,0.1579505655573954,9.973648443126704,0.45728232866443436,0,0.014024905060010529,53.64913210854394,250
169.536,-0.02617691518812093,75.2,1260,593.4044608584333,1689.7610713604893,0.383044938345816,0.4170805084163029,0.14959604395874435,9.966974986790353,0.44325742360442383,0,0.02617691518812093,58.840740172095046,250
158.944,-0.030335043375035176,70.39999999999999,1261,668.6940471961907,1583.4993348704697,0.43201802224636743,0.3867454650412677,0.174648466129378,9.962624162412359,0.4170805084163029,0,0.030335043375035176,66.31347422658534,250
137.664,-0.017136013284688167,55.2,1262,731.3007636996361,1368.9686538520875,0.5703063338672778,0.36960945175657955,0.16375759100841839,9.944274856549915,0.3867454650412677,0,0.017136013284688167,72.53456489150535,250
124.64,-0.018083651450045313,44.800000000000004,1263,727.5193475021717,1237.5096994222392,0.6645708850452917,0.35152580030653424,0.13759524334281634,9.92867217123106,0.36960945175657955,0,0.018083651450045313,72.1680705021272,250
123.888,-0.015185053993536757,40.8,1264,696.9534612177447,1229.5578332540663,0.6901351979865307,0.3363407463129975,0.1566533231058034,9.924753271132527,0.35152580030653424,0,0.015185053993536757,69.13224613738512,250
112.624,-0.011251449360213162,29.599999999999998,1265,665.4216145195003,1115.632444202825,0.7882462353075075,0.3250892969527843,0.14142669369296784,9.905814428566067,0.3363407463129975,0,0.011251449360213162,66.05193883604024,250
105.264,-0.009041119924859342,31.2,1266,696.2622674409046,1042.3315516826533,0.805846853569764,0.316048177027925,0.14349253128128903,9.902070524421013,0.3250892969527843,0,0.009041119924859342,69.100523181811,250
97.728,-0.0003240577793072741,20.0,1267,622.7716148056827,965.6342003002991,0.9005013909034963,0.3157241192486177,0.13639591566909887,9.880834564303978,0.316048177027925,0,0.0003240577793072741,61.87114041295828,250
94.368,0.01860743871607201,20.0,1268,614.5378082676801,932.0436674963129,0.9161259003422987,0.3343315579646897,0.14339846711699167,9.876691966517388,0.3157241192486177,0,0.01860743871607201,61.03212740843957,250
114.552,0.02437446456793163,28.799999999999997,1269,637.5530410501505,1134.7582289889478,0.7860110208146462,0.35870602253262135,0.14854019019416015,9.90605339923308,0.3343315579646897,0,0.02437446456793163,63.27140978356654,250
131.976,0.02393308276718198,46.400000000000006,1270,695.6063552474791,1310.9805820650577,0.6366928277875307,0.38263910529980333,0.1276324513540415,9.933477163007348,0.35870602253262135,0,0.02393308276718198,68.99327086028028,250
138.192,0.014680955936270335,48.8,1271,689.9682766178781,1373.3583960144958,0.6082723732114147,0.39732006123607366,0.15648239479450374,9.93804558885099,0.38263910529980333,0,0.014680955936270335,68.44053722758173,250
131.32,-0.004987728455513429,45.6,1272,695.6088409214516,1304.1021867341613,0.6428088373748747,0.39233233278056023,0.15673441384643358,9.930720276684141,0.39732006123607366,0,0.004987728455513429,68.99931593863812,250
133.648,-0.023256447725428675,48.0,1273,700.9675933314131,1327.7208907087715,0.6231770909775826,0.36907588505513156,0.14914331071117637,9.934461351526185,0.39233233278056023,0,0.023256447725428675,69.5302243344576,250
123.984,-0.037140507716471594,38.4,1274,707.552663323197,1230.0007945294558,0.7034780379698046,0.33193537733865996,0.13543461936473644,9.920641328957412,0.36907588505513156,0,0.037140507716471594,70.25302658248967,250
107.832,-0.02541454354881051,26.400000000000002,1275,640.1662806297315,1067.2814064230195,0.8231970395274407,0.30652083378984946,0.15664395688267105,9.89763156041824,0.33193537733865996,0,0.02541454354881051,63.54749228726496,250
92.312,-0.01738087922645043,15.2,1276,602.8395340505181,910.859793590386,0.9530114994062425,0.289139954563399,0.16552037802816194,9.867187295155407,0.30652083378984946,0,0.01738087922645043,59.97124857796442,250
