NormDeltaOmega,RewardStd,Traj,Theta,ITERATIONS,DeltaOmega,TimestepsMean,NormDeltaVar,ReturnsMean,TimestepsStd,OmegaBefore,ReturnsStd,ConfortViolation,Wins,RewardMean,Omega
0.0022870047053562548,2.519998722221898,20,0.12464412,13,0.002287,500.0,0.34684903784347654,1211.9,0.0,0.85625327,60.16136634086696,0,0.0,2.4238,0.85854027
0.0022688465416624837,2.523589752713384,20,0.12151896,14,0.00226885,500.0,0.4136586605701744,1221.3,0.0,0.85854027,58.99584731148456,0,0.0,2.4426,0.86080912
0.0021348812430209696,2.599735301910562,20,0.1178859,15,0.00213488,500.0,0.4925746060616376,1259.7,0.0,0.86080912,61.96539356770035,0,0.0,2.5194,0.862944
0.00196409888102822,2.5573341666665312,20,0.11357726,16,0.0019641,500.0,0.601520664120283,1224.3,0.0,0.862944,71.56612327072077,0,0.0,2.4486,0.8649081
0.0006229799139656489,2.585606613543522,20,0.1091614,17,0.00062298,500.0,0.6375018439167874,1246.9,0.0,0.8649081,45.70547013214063,0,0.0,2.4938,0.86553108
4.7249462555631894e-05,2.571467783193093,20,0.10525257,18,4.72494626e-05,500.0,0.5834681451379105,1240.6,0.0,0.86553108,51.8077214322344,0,0.0,2.4812,0.86557833
0.00022851729906292473,2.558250644483453,20,0.10227181,19,0.00022852,500.0,0.4579240289767057,1227.9,0.0,0.86557833,56.48884845701849,0,0.0,2.4558,0.86580685
0.00011029733381517914,2.5757649271624143,20,0.10006918,20,-0.0001103,500.0,0.34604161520787713,1237.4,0.0,0.86580685,55.49810807586147,0,0.0,2.4748,0.86569655
0.0020834743165895064,2.629522534605855,20,0.09821369,21,0.00208347,500.0,0.2967977789233629,1265.9,0.0,0.86569655,66.81758750508732,0,0.0,2.5318,0.86778002
0.0005646970971326937,2.6373848790042,20,0.09596026,22,0.0005647,500.0,0.36724533583854324,1274.5,0.0,0.86778002,63.96835154980938,0,0.0,2.549,0.86834472
0.0011883649688879672,2.566993190485709,20,0.09366603,23,0.00118836,500.0,0.38190134438051615,1240.7,0.0,0.86834472,49.417709376295456,0,0.0,2.4814,0.86953309
0.001058316912746493,2.6355707617136748,20,0.0916042,24,0.00105832,500.0,0.35043927356732496,1276.3,0.0,0.86953309,55.37968941769176,0,0.0,2.5526,0.8705914
0.001197939239038548,2.6341096712172027,20,0.0895495,25,0.00119794,500.0,0.35635612428276886,1271.6,0.0,0.8705914,62.40705088369422,0,0.0,2.5432,0.87178934
0.0018450958964102426,2.6214155260088012,20,0.0872508,26,0.0018451,500.0,0.4075208411267681,1275.4,0.0,0.87178934,57.07573915421508,0,0.0,2.5508,0.87363444
0.0015882713064587772,2.616542994105008,20,0.08563809,27,0.00158827,500.0,0.29174125250457905,1258.7,0.0,0.87363444,56.28596627934889,0,0.0,2.5174,0.87522271
0.0022411791521269597,2.6514387867721934,20,0.08412219,28,0.00224118,500.0,0.2788036576561126,1280.3,0.0,0.87522271,67.61442153860374,0,0.0,2.5606,0.87746389
0.0026806878482739105,2.638586257828233,20,0.08249917,29,0.00268069,500.0,0.3036095895261397,1275.8,0.0,0.87746389,76.02867879951617,0,0.0,2.5516,0.88014458
0.002026524162864418,2.6776060277792917,20,0.08116278,30,0.00202652,500.0,0.2540994358166486,1290.7,0.0,0.88014458,68.79324094705817,0,0.0,2.5814,0.8821711
0.001733990615203851,2.6600123608735355,20,0.07992977,31,0.00173399,500.0,0.23784850890348963,1293.4,0.0,0.8821711,59.95698458061412,0,0.0,2.5868,0.88390509
0.0030928915524712774,2.6476313640686464,20,0.07884461,32,0.00309289,500.0,0.21211768529111197,1280.2,0.0,0.88390509,67.4029672937327,0,0.0,2.5604,0.88699798
0.0032147592904943068,2.6671851154353723,20,0.07799583,33,0.00321476,500.0,0.16778042081073608,1296.7,0.0,0.88699798,86.87755751631143,0,0.0,2.5934,0.89021274
0.004480570989020438,2.65488985835571,20,0.07675653,34,0.00448057,500.0,0.24800139704027657,1288.6,0.0,0.89021274,118.16446166254896,0,0.0,2.5772,0.89469331
0.004042009678862923,2.656222129265548,20,0.07562582,35,0.00404201,500.0,0.22949507140300085,1289.0,0.0,0.89469331,74.23610981186985,0,0.0,2.578,0.89873532
0.004700248509944882,2.7021051867016572,20,0.07484613,36,0.00470025,500.0,0.160093113569296,1313.3,0.0,0.89873532,70.60672772477137,0,0.0,2.6266,0.90343557
0.004982044062699975,2.6649595569163895,20,0.07354156,37,0.00498204,500.0,0.27132656183377435,1295.8,0.0,0.90343557,75.01173241566948,0,0.0,2.5916,0.90841762
0.004911503894479141,2.6971814621934507,20,0.07232046,38,0.0049115,500.0,0.25801012639617227,1304.8,0.0,0.90841762,67.47266113026816,0,0.0,2.6096,0.91332912
0.005224917440397436,2.7252795526330873,20,0.07174888,39,0.00522492,500.0,0.12215427777083931,1322.2,0.0,0.91332912,68.94026399717367,0,0.0,2.6444,0.91855404
