RewardStd,LossReg,Traj,TimestepsStd,Primal,DualBefore,Wins,WeightMean,DualAfter,ReturnsMean,Epsilon,RewardMean,ConfortViolation,ITERATIONS,DeltaOmega,WeightMedian,ReturnsStd,OmegaBefore,WeightMax,NormDeltaOmega,DualReg,Omega,WeightMin,Eta,TimestepsMean,NormDeltaVar
2.9940942806798856,0.0,100,0.0,7.999302745088919,8.004076548893952,0.0,2.151381951560052e-06,7.999306262201595,1498.1010101010102,1.3901,2.99372,0,10,[[-2.86249571e-05]],5.617436097282871e-05,78.61034128252754,[[0.99999999]],1.0,2.8624957130740647e-05,0.0,[[0.99997137]],2.151381951560052e-06,0.613054999118819,500.0,117.85594570719078
2.9906639731002884,0.0,100,0.0,7.993022230330269,7.995469375173954,0.0,4.4421236814713456e-05,7.99302379567268,1487.1313131313132,1.3901,2.973,0,11,[[-0.00024509]],0.0005441178643433244,78.37550721111104,[[0.99997137]],1.0,0.00024508967064018616,0.0,[[0.99972628]],4.4421236814713456e-05,0.798260359481287,500.0,32.254546121003216
2.991789772026103,0.0,100,0.0,7.998045089495351,8.002162395897335,0.0,8.358283651666984e-06,7.998046147240387,1494.6060606060605,1.3901,2.9914,0,12,[[0.00019405]],0.00015544896297815515,74.75560425352376,[[0.99972628]],1.0,0.0001940537345109794,0.0,[[0.99992033]],8.358283651666984e-06,0.6842134660118865,500.0,17.634782526399135
2.97746280581303,0.0,100,0.0,7.987142118844207,7.988484108085802,0.0,9.667693378706665e-05,7.987143321946761,1485.2929292929293,1.3901,2.9718,0,13,[[-0.00043595]],0.0009749720166245741,66.9577361837569,[[0.99992033]],1.0,0.0004359482607845244,0.0,[[0.99948438]],9.667693378706665e-05,0.8654135166666604,500.0,26.68467001070522
2.982475299210372,0.0,100,0.0,7.988322477518567,7.989836914075209,0.0,8.5945248578463e-05,7.988325065543213,1485.6969696969697,1.3901,2.96836,0,14,[[5.49486362e-05]],0.0008926195696666992,85.69778406025131,[[0.99948438]],1.0,5.4948636152851726e-05,0.0,[[0.99953933]],8.5945248578463e-05,0.8545365108150517,500.0,1.6105842915597464
3.008598182808731,0.0,100,0.0,7.999999999999729,8.01468625640783,0.0,1.9939395433787032e-121,8.000272581377573,1502.141414141414,1.3901,3.00412,0,15,[[0.00046066]],2.983898112360237e-91,77.15509895638719,[[0.99953933]],1.0,0.0004606584521396062,0.0,[[0.99999999]],1.9939395433787032e-121,0.028784983966494176,500.0,154.06657324558654
2.9946840998008457,0.0,100,0.0,7.997878383292455,8.001902297323165,0.0,9.357903811530804e-06,7.9978790401687405,1492.8686868686868,1.3901,2.98632,0,16,[[-0.99982949]],0.00016919360056344952,84.43043235929031,[[0.99999999]],1.0,0.9998294906194102,0.0,[[0.0001705]],9.357903811530804e-06,0.6908886919745557,500.0,387.7661638969515
0.5018131349416831,0.0,100,0.0,9.999999999998467,11.387456722293388,0.0,0.0,10.003626414485552,4987.090909090909,1.3901,9.97424,0,17,[[-0.0001705]],1.0,7.97102189701199,[[0.0001705]],1.0,0.00017049806460818465,0.0,[[1.76891903e-09]],0.0,0.0026137139880678586,500.0,163.94703622618624
0.4467661580737735,0.0,100,0.0,9.999999999997792,11.388098088311146,0.0,0.0,10.003628090769796,4990.0,1.3901,9.98,0,18,[[0.]],1.0,0.0,[[1.76891903e-09]],1.0,0.0,0.0,[[1.76891903e-09]],0.0,0.0026137137124157264,500.0,0.0
0.4467661580737735,0.0,100,0.0,9.999999999997792,11.388098088311146,0.0,0.0,10.003628090769796,4990.0,1.3901,9.98,0,19,[[0.]],1.0,0.0,[[1.76891903e-09]],1.0,0.0,0.0,[[1.76891903e-09]],0.0,0.0026137137124157264,500.0,0.0
