ReturnsStd,DualReg,WeightMean,RewardStd,ConfortViolation,Traj,WeightMin,DualAfter,LossReg,NormDeltaVar,NormDeltaOmega,WeightMedian,Omega,WeightMax,DeltaOmega,Epsilon,Eta,DualBefore,RewardMean,TimestepsStd,OmegaBefore,Wins,TimestepsMean,ITERATIONS,Primal,ReturnsMean
88.1505932428849,0.0,0.0,3.007821729823761,0,100,0.0,8.001263149475644,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007429143855693625,8.175247146265471,3.00696,0.0,[[0.99999999]],0.0,500.0,10,8.000000000000457,1502.909090909091
80.16976681436898,0.0,0.0,3.0053431434030955,0,100,0.0,8.001259132680195,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007436827493144514,8.1745480451152,3.00852,0.0,[[0.99999999]],0.0,500.0,11,8.000000000000542,1503.79797979798
74.20050489752924,0.0,0.0,2.9822930012995035,0,100,0.0,8.001113511685388,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007705937205964163,8.149919573659583,2.96888,0.0,[[0.99999999]],0.0,500.0,12,7.999999999999808,1483.111111111111
82.76788633193638,0.0,0.0,2.9814466287357884,0,100,0.0,8.001125346949957,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.00768385689742723,8.151878105183506,2.976,0.0,[[0.99999999]],0.0,500.0,13,8.000000000000421,1489.111111111111
84.28322534940412,0.0,0.0,2.9976507068035794,0,100,0.0,8.001214161469598,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007515090213946337,8.166860174271946,2.9968,0.0,[[0.99999999]],0.0,500.0,14,8.000000000000556,1498.7878787878788
74.27291890731061,0.0,0.0,3.030330050935046,0,100,0.0,8.001045279005968,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.005462855212845482,8.196394560802652,3.03768,0.0,[[0.99999999]],0.0,500.0,15,7.999999999999835,1519.090909090909
72.49052374661017,0.0,0.0,3.0003461984244417,0,100,0.0,8.001231421399588,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007484689602612354,8.169801212219777,3.00164,0.0,[[0.99999999]],0.0,500.0,16,7.999999999999476,1501.1515151515152
73.76721687498501,0.0,0.0,2.9761826825650335,0,100,0.0,8.001078821821874,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007778491370398789,8.144159783508957,2.9608,0.0,[[0.99999999]],0.0,500.0,17,8.000000000000513,1479.5353535353536
85.1986186025003,0.0,0.0,3.008279534883685,0,100,0.0,8.001276550839346,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007407628925315769,8.177544124251748,3.0132,0.0,[[0.99999999]],0.0,500.0,18,7.999999999999413,1506.7676767676767
83.24002612193689,0.0,0.0,2.9981531891482796,0,100,0.0,8.001209865858844,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007522111791820705,8.166136024056696,2.99388,0.0,[[0.99999999]],0.0,500.0,19,7.9999999999996785,1497.1313131313132
