ConfortViolation,ITERATIONS,Wins,Omega,WeightMean,NormDeltaVar,DualAfter,ReturnsMean,DualBefore,NormDeltaOmega,TimestepsMean,LossReg,WeightMin,RewardStd,WeightMedian,DualReg,Eta,Epsilon,Traj,TimestepsStd,ReturnsStd,WeightMax,RewardMean,OmegaBefore,DeltaOmega,Primal
0,10,0.0,[[0.34825056]],0.714983706373886,0.792943222720643,3.72354948921648,1629.7894736842106,8.400733314233555,0.012702047401933925,500.0,0.0,0.714983706373886,3.6110744993699586,0.7646046165547952,0.0,29.8066568991839,0.0080001,20,0.0,70.56730937448707,1.0,3.2564,[[0.36095261]],[[-0.01270205]],3.7235485516382
0,11,0.0,[[0.33410503]],0.718666954690835,0.8991224480554258,3.7979362145833067,1666.9473684210527,8.448317943609906,0.014145527904589894,500.0,0.0,0.718666954690835,3.675496020947376,0.7677540934885774,0.0,30.270261841460368,0.0080001,20,0.0,102.64372397775794,1.0,3.323,[[0.34825056]],[[-0.01414553]],3.797936240808133
0,12,0.0,[[0.31753732]],0.7233517118790074,1.0776559995873747,3.9169967840094007,1707.3684210526317,8.51765357926427,0.016567705449003378,500.0,0.0,0.7233517118790074,3.760844155239618,0.7717552826091515,0.0,30.877567011248857,0.0080001,20,0.0,87.73657373747356,1.0,3.4318,[[0.33410503]],[[-0.01656771]],3.9169968397250856
0,13,0.0,[[0.29657982]],0.72920957665552,1.4075081397422196,4.130790393496103,1816.5263157894738,8.617302949503962,0.020957508138040204,500.0,0.0,0.72920957665552,3.8759484000693303,0.7767511248721355,0.0,31.666202439402472,0.0080001,20,0.0,123.54218048954293,1.0,3.632,[[0.31753732]],[[-0.02095751]],4.130790501390737
0,14,0.0,[[0.2864077]],0.7321695484982875,0.7036778730034214,4.232227699401571,1851.578947368421,8.670085280920906,0.010172119532099011,500.0,0.0,0.7321695484982875,3.935116648842827,0.77927246280251,0.0,32.07768772423262,0.0080001,20,0.0,127.07491192598651,1.0,3.7264,[[0.29657982]],[[-0.01017212]],4.232227833128822
0,15,0.0,[[0.27123803]],0.7362184668292409,1.077927173211286,4.388796025853782,1940.5263157894738,8.745193290103948,0.015169666568201234,500.0,0.0,0.7362184668292409,4.019585923947889,0.782718079543554,0.0,32.65536716071468,0.0080001,20,0.0,115.74898813746773,1.0,3.873,[[0.2864077]],[[-0.01516967]],4.388796182149697
0,16,0.0,[[0.25639943]],0.7393323101137002,1.0916734758605795,4.524185176607993,1998.421052631579,8.801977072736975,0.014838601941298546,500.0,0.0,0.7393323101137002,4.088129136903579,0.7853653723710833,0.0,33.11172936314857,0.0080001,20,0.0,74.85727879348575,1.0,4.0004,[[0.27123803]],[[-0.0148386]],4.524185090628617
0,17,0.0,[[0.23922891]],0.7429974782895653,1.3163446795738984,4.731619029170981,2083.8947368421054,8.883004882502467,0.017170522257439952,500.0,0.0,0.7429974782895653,4.173822708261577,0.7884785294348953,0.0,33.66293518529199,0.0080001,20,0.0,116.16227068284222,1.0,4.198,[[0.25639943]],[[-0.01717052]],4.7316189002299085
0,18,0.0,[[0.22210431]],0.7459278885848282,1.3790522465909731,4.962812698215905,2213.5789473684213,8.961372498049965,0.017124597772889466,500.0,0.0,0.7459278885848282,4.2492972783743905,0.7909653812010952,0.0,34.11498176031008,0.0080001,20,0.0,133.93097821343557,1.0,4.4208,[[0.23922891]],[[-0.0171246]],4.962812527124161
0,19,0.0,[[0.20501369]],0.7486239088829696,1.4543256354268657,5.189369179564016,2316.1052631578946,9.03972793055968,0.01709061378555299,500.0,0.0,0.7486239088829696,4.321246074918669,0.7932515958652466,0.0,34.54010163370872,0.0080001,20,0.0,119.88323035215387,1.0,4.6394,[[0.22210431]],[[-0.01709061]],5.189369178984612
