WeightMax,NormDeltaOmega,WeightMin,Wins,Primal,Omega,DualAfter,WeightMean,ITERATIONS,ReturnsMean,Eta,ReturnsStd,DeltaOmega,TimestepsStd,Epsilon,DualReg,RewardStd,DualBefore,OmegaBefore,LossReg,TimestepsMean,WeightMedian,Traj,NormDeltaVar,ConfortViolation,RewardMean
1.0,0.0,0.0,0.0,7.999999999999681,[[0.99999999]],8.000730717160721,0.0,10,1507.2121212121212,0.008642657986754952,70.95015645903162,[[0.]],0.0,1.4601,0.0,3.010549519539581,8.089745321170659,[[0.99999999]],0.0,500.0,3.157640242516248e-302,100,0.0,0,3.01648
1.0,0.0,0.0,0.0,8.000000000000133,[[0.99999999]],8.000683006712283,0.0,11,1503.6767676767677,0.008833568268068144,85.12508067102819,[[0.]],0.0,1.4601,0.0,3.0023909736075347,8.082578487888668,[[0.99999999]],0.0,500.0,1.0360178806657714e-295,100,0.0,0,3.00696
1.0,0.0,4.623870627195801e-289,0.0,7.99999999999939,[[0.99999999]],8.000827484215208,4.623870627195801e-289,12,1494.121212121212,0.012049719678845452,76.8547459451161,[[0.]],0.0,1.4601,0.0,2.99577006434072,8.073985451157549,[[0.99999999]],0.0,500.0,5.607305984751265e-217,100,0.0,0,2.99096
1.0,0.0,6.509870174913785e-288,0.0,8.000000000000435,[[0.99999999]],8.000817166572618,6.509870174913785e-288,13,1495.2525252525252,0.012097911044700663,87.54777552098972,[[0.]],0.0,1.4601,0.0,2.996049921880475,8.072858707781725,[[0.99999999]],0.0,500.0,4.0754844995038766e-216,100,0.0,0,2.98716
1.0,0.0,0.0,0.0,7.999999999999585,[[0.99999999]],8.000646727116363,0.0,14,1495.4949494949494,0.008986821460993081,83.46454805828164,[[0.]],0.0,1.4601,0.0,3.0015625773253496,8.077235331355398,[[0.99999999]],0.0,500.0,1.1111446677189545e-290,100,0.0,0,2.99212
1.0,0.0,8.76924408186338e-287,0.0,7.999999999999819,[[0.99999999]],8.000808654117593,8.76924408186338e-287,15,1492.2828282828282,0.012145675147307848,84.62490504347392,[[0.]],0.0,1.4601,0.0,2.993037681019068,8.07191294823576,[[0.99999999]],0.0,500.0,2.8656399215432904e-215,100,0.0,0,2.9888
1.0,0.0,2.052612865485344e-283,0.0,8.000000000000208,[[0.99999999]],8.000780600803209,2.052612865485344e-283,16,1491.1313131313132,0.0122904390315982,80.7485993204531,[[0.]],0.0,1.4601,0.0,2.9914803289341547,8.06886029215709,[[0.99999999]],0.0,500.0,9.643402302754773e-213,100,0.0,0,2.98196
1.0,0.0,6.2551118647232525e-273,0.0,7.999999999999456,[[0.99999999]],8.000701878138152,6.2551118647232525e-273,17,1484.121212121212,0.012763805292181215,73.8422113449248,[[0.]],0.0,1.4601,0.0,2.982334106299963,8.060407915399377,[[0.99999999]],0.0,500.0,7.03357804336458e-205,100,0.0,0,2.97028
1.0,0.0,1.1042876342830264e-285,0.0,7.999999999999595,[[0.99999999]],8.000798013579836,1.1042876342830264e-285,18,1492.5858585858587,0.012192565396058506,92.2890726539905,[[0.]],0.0,1.4601,0.0,2.995514042297248,8.07076959132561,[[0.99999999]],0.0,500.0,1.915630119076885e-214,100,0.0,0,2.98168
1.0,0.0,0.0,0.0,8.00000000000043,[[0.99999999]],8.000631170049,0.0,19,1495.1919191919192,0.009063721776486225,69.14187971598788,[[0.]],0.0,1.4601,0.0,2.997080924099314,8.074940214826746,[[0.99999999]],0.0,500.0,3.2052407248592e-288,100,0.0,0,2.99188
