DualAfter,NormDeltaVar,ConfortViolation,OmegaBefore_1,OmegaBefore_2,WeightMedian,ITERATIONS,Eta,WeightMean,NormDeltaOmega,DeltaOmega_1,DeltaOmega2,Out_of_track,DualReg,Wins,TimestepsMean,DistRaced,ReturnsMean,RewardStd,LossReg,TimestepsStd,Speed,Primal,ReturnsStd,RewardMean,Epsilon,Backward,Traj,Speedx,WeightMin,Times,DualBefore,WeightMax
-6.9021051680535095,0.3202027913019908,0,0.63466715,0.44576218,0.9682600139404861,998,4395.455651621484,0.3896802381082966,0.030673589975525602,0.00294687,0.03053171,0.0,0,0.0,113.40444444444445,26.547971777777775,-1915.56481105187,248.8511997127755,0.0,40.56085663984459,1.4568580371143351,-6.902100171488975,1147.2247924457977,-16.891443897424,0.001,0.0,450,1.4395745888842288,0.3896802381082966,91.12717333333335,131.55014063832508,1.0
-4.587719137578674,0.4865830187989925,0,0.65517604,0.37201319,0.971580381717035,1098,3680.460521386422,0.32763922083139074,0.036430148541941244,0.02279303,-0.02841889,0.0,0,0.0,141.36813186813185,25.133642582417586,-1858.022870043841,216.51305818021348,0.0,42.230615890466304,1.127346255370419,-4.587719137084719,1129.3426010461205,-13.143152176453771,0.001,0.0,364,1.1057655243905182,0.32763922083139074,113.67034065934067,95.77161352011464,1.0
-3.1865048171760293,0.009658450194124757,0,0.52962461,0.42716561,0.9673383693981918,1198,3128.954598756798,0.2693355292850135,0.09940140865359305,-0.05716645,-0.08131812,0.0,0,0.0,176.36577181208054,22.82651577181208,-1878.4529801971544,192.18118930818568,0.0,48.324238046694205,0.8562847584273034,-3.1865048095199224,1117.288401724272,-10.650893089383946,0.001,0.0,298,0.8295829934665939,0.2693355292850135,141.78553691275167,93.42207176088407,1.0
-3.7343185522972107,0.19737616277463152,0,0.62443817,0.34476186,0.9717717502483297,1298,3406.688174562345,0.3002955542273386,0.1175299401265799,-0.08998135,0.07560848,0.0,0,0.0,166.94838709677418,23.86982322580645,-1968.1864081996125,206.13566842306588,0.0,45.234057045033914,0.9174190301202004,-3.7343185487278268,1144.3936190517607,-11.789190913588898,0.001,0.0,310,0.8936724964439668,0.3002955542273386,134.21496129032258,87.18394140757081,1.0
-3.111341395061004,0.009376034701352013,0,0.56435424,0.48132312,0.9772596752105156,1398,3184.54363617951,0.2782262518306191,0.07343792705379086,-1.11769024e-05,-7.34379262e-02,0.0,0,0.0,175.24745762711865,25.051858305084743,-1873.6489108118537,194.8758316992829,0.0,49.82766693154943,0.9087079384275332,-3.1113413875690616,1120.623238225464,-10.691447032564064,0.001,0.0,295,0.8848586594102468,0.2782262518306191,140.8871254237288,62.898984743232404,1.0
-3.733397790454461,0.22122566493279613,0,0.61743099,0.4053983,0.9808442461168122,1498,3561.6575054521877,0.318987389509857,0.08989096988662049,0.03481015,-0.08287726,0.0,0,0.0,160.45987654320987,26.8987826625387,-1948.3845568156282,214.9856138075278,0.0,50.64279647247632,1.0296414610722804,-3.73339663195433,1224.9921874422207,-12.14273671632422,0.001,0.0,324,1.008885202505098,0.318987389509857,129.36755417956655,59.2219240138539,1.0
-3.7761135750650823,0.025993325954750433,0,0.62063394,0.38752158,0.9789402335958765,1598,3498.819429651634,0.31198382308978656,0.014915775544869152,0.01491307,0.00028413,0.0,0,0.0,156.3151515151515,27.347528484848485,-1871.047263868261,208.38998610854654,0.0,47.17264308134614,1.0672505812727116,-3.776113331389399,1102.8518786613085,-11.969711481787495,0.001,0.0,330,1.0471211724867853,0.31198382308978656,125.6735515151515,64.53264125058027,1.0
-4.088785126731295,0.009445066618149905,0,0.58693591,0.39358047,0.9743619453456338,1698,3737.071737202969,0.33400899431318926,0.02314473657157905,-0.02311689,0.00113507,0.0,0,0.0,147.01432664756447,29.665507449856733,-1880.9447092699384,220.59155049582236,0.0,55.81084838642483,1.1944986009634062,-4.088779594364492,1186.0737547546287,-12.794295305511975,0.001,0.0,349,1.17702843850799,0.33400899431318926,118.16571919770773,87.01948028225526,1.0
-3.475431526978255,0.01174723611808629,0,0.49721805,0.33946123,0.9785806359910647,1798,3566.072935113491,0.31866531612939364,0.15257877623216246,0.15239819,0.0074213,0.0,0,0.0,164.37699680511182,29.981432587859423,-1950.8879742387298,214.10525336796755,0.0,68.37767498028326,1.0836296587431689,-3.475430558825055,1188.1051115417006,-11.868375819955732,0.001,0.0,313,1.0648795056682294,0.31866531612939364,132.0895271565495,67.38214391176487,1.0
-2.3032164147376477,0.13001669365056343,0,0.70036473,0.35586711,0.9792616939723678,1898,3142.5699932274897,0.2741306448938577,0.15939019117326036,-0.14619195,0.06350707,0.0,0,0.0,177.45890410958904,31.49395376712329,-1744.2863255170364,194.22863289282387,0.0,62.21952152719432,1.024636612760423,-2.3032164087195577,1185.63470577417,-9.829240940425617,0.001,0.0,292,1.0071168751942252,0.2741306448938577,142.64102739726025,55.84304470358169,1.0
