Iterations, Theta_mean, Theta_std, Theta_low, Theta_sup, Omega_mean, Omega_std, Omega_low, Omega_sup, Ret_mean, Ret_std, Rets_low, Rets_sup
8.800000000000000000e+01,7.252083142000972926e-02,2.959599897741489738e-02,5.134912916295071572e-02,9.369253367706874280e-02,9.827042115271428235e-01,5.658836697985493609e-03,9.786561236155810750e-01,9.867522994387045721e-01,1.379809999999999945e+03,3.674731146628282374e+01,1.353522556967404398e+03,1.406097443032595493e+03
8.900000000000000000e+01,7.160220707495011661e-02,2.918867200456340752e-02,5.072188898090117248e-02,9.248252516899906073e-02,9.831121270817926305e-01,5.523203929082619833e-03,9.791610650081390421e-01,9.870631891554462189e-01,1.377480000000000018e+03,3.715267958034795015e+01,1.350902574087554967e+03,1.404057425912445069e+03
9.000000000000000000e+01,7.080301838642939771e-02,2.872973566415444949e-02,5.025100357288460329e-02,9.135503319997419214e-02,9.834974908876384925e-01,5.439235191235692810e-03,9.796064964304878053e-01,9.873884853447891796e-01,1.383059999999999945e+03,4.206607183942896455e+01,1.352967745003367327e+03,1.413152254996632564e+03
9.100000000000000000e+01,6.998473509285633998e-02,2.828520392129872663e-02,4.975071913147852132e-02,9.021875105423415864e-02,9.837979197607680248e-01,5.419353152326132628e-03,9.799211480574556710e-01,9.876746914640803787e-01,1.384480000000000246e+03,3.350906742957791806e+01,1.360509057202221356e+03,1.408450942797779135e+03
9.200000000000000000e+01,6.914829358489793520e-02,2.770837659691080535e-02,4.932691503356315815e-02,8.896967213623271920e-02,9.841409376297484135e-01,5.397040033356775325e-03,9.802801277701841398e-01,9.880017474893126872e-01,1.383450000000000045e+03,2.823381837442465780e+01,1.363252743044444742e+03,1.403647256955555349e+03
9.300000000000000000e+01,6.842257882485762444e-02,2.722469594529411049e-02,4.894720456793248686e-02,8.789795308178276201e-02,9.844867074448628852e-01,5.353421529096149406e-03,9.806571003835488076e-01,9.883163145061769628e-01,1.383589999999999918e+03,3.758490255408413816e+01,1.356703380398381341e+03,1.410476619601618495e+03
9.400000000000000000e+01,6.750883804730817284e-02,2.632145368557723547e-02,4.867960437861971329e-02,8.633807171599663932e-02,9.848036846987510140e-01,5.328897762281542549e-03,9.809916208833876494e-01,9.886157485141143786e-01,1.382349999999999909e+03,3.582873846509253468e+01,1.356719664507427296e+03,1.407980335492572522e+03
9.500000000000000000e+01,6.676707900267866980e-02,2.554316554667269284e-02,4.849459912897655101e-02,8.503955887638078859e-02,9.851104532640144740e-01,5.308065539942997263e-03,9.813132919227673945e-01,9.889076146052615535e-01,1.383610000000000127e+03,4.033505795210908929e+01,1.354756037741961791e+03,1.412463962258038464e+03
9.600000000000000000e+01,6.597687672300986406e-02,2.470138229852784570e-02,4.830657230918335154e-02,8.364718113683637657e-02,9.853972440555487378e-01,5.271888044048769588e-03,9.816259625358296770e-01,9.891685255752677985e-01,1.390670000000000073e+03,3.737287920404313013e+01,1.363935052766056515e+03,1.417404947233943631e+03
9.700000000000000000e+01,6.537803880926075506e-02,2.399020115032425918e-02,4.821648274118495170e-02,8.253959487733655842e-02,9.856824306493330301e-01,5.220677132812430281e-03,9.819477832086269675e-01,9.894170780900390927e-01,1.397419999999999845e+03,3.619112598414147897e+01,1.371530428093044748e+03,1.423309571906954943e+03
9.800000000000000000e+01,6.467815193188260203e-02,2.340097534596952480e-02,4.793810261211742252e-02,8.141820125164778155e-02,9.859836556723811096e-01,5.171359420197498696e-03,9.822842879979799546e-01,9.896830233467822646e-01,1.384970000000000255e+03,2.449081664624519306e+01,1.367450325179690481e+03,1.402489674820310029e+03
9.900000000000000000e+01,6.397910324345641719e-02,2.289601227985350526e-02,4.760028274028831052e-02,8.035792374662452386e-02,9.863080225573819249e-01,5.074896580722791650e-03,9.826776602413668238e-01,9.899383848733970259e-01,1.392279999999999973e+03,2.851153450798468114e+01,1.371884076890408096e+03,1.412675923109591849e+03
1.000000000000000000e+02,6.330966759457218318e-02,2.254003022837406528e-02,4.718550131032506201e-02,7.943383387881930435e-02,9.866396865620863377e-01,4.977047413013300711e-03,9.830793213239339412e-01,9.902000518002387341e-01,1.394239999999999782e+03,3.722274036123616980e+01,1.367612455624109998e+03,1.420867544375889565e+03
1.010000000000000000e+02,6.268718717639391869e-02,2.221494618075188845e-02,4.679557201062833904e-02,7.857880234215949833e-02,9.869795445553968261e-01,4.855127694942710896e-03,9.835063954295379940e-01,9.904526936812556581e-01,1.405970000000000027e+03,2.835817518811815674e+01,1.385683783538966736e+03,1.426256216461033318e+03
1.020000000000000000e+02,6.207845621914893919e-02,2.186246339451838883e-02,4.643899204874489539e-02,7.771792038955298298e-02,9.873160377269117882e-01,4.749021895884202732e-03,9.839187921171710371e-01,9.907132833366525393e-01,1.398480000000000018e+03,3.461926631227183293e+01,1.373714868764505127e+03,1.423245131235494910e+03
1.030000000000000000e+02,6.151192262646831832e-02,2.163636246208289898e-02,4.603420131952432048e-02,7.698964393341231616e-02,9.876227644654107518e-01,4.625060188101851218e-03,9.843141957194058156e-01,9.909313332114156880e-01,1.395530000000000200e+03,2.835083949374340762e+01,1.375249031178597988e+03,1.415810968821402412e+03
1.040000000000000000e+02,6.087946187576413759e-02,2.130575097973631121e-02,4.563824577590398779e-02,7.612067797562428739e-02,9.879978636213492260e-01,4.447560867797480284e-03,9.848162702399259061e-01,9.911794570027725459e-01,1.392679999999999836e+03,2.782692221572484570e+01,1.372773819021575946e+03,1.412586180978423727e+03
1.050000000000000000e+02,6.009800641537819260e-02,2.101383434919523729e-02,4.506561489313800489e-02,7.513039793761838725e-02,9.883134341618695640e-01,4.316916854028896716e-03,9.852252978779169057e-01,9.914015704458222222e-01,1.404639999999999873e+03,2.137789512557304761e+01,1.389347175087191317e+03,1.419932824912808428e+03
1.060000000000000000e+02,5.938025040786742981e-02,2.073420702923522985e-02,4.454789222005364063e-02,7.421260859568121204e-02,9.886391461286681004e-01,4.193297950111687586e-03,9.856394414813389737e-01,9.916388507759972271e-01,1.396779999999999745e+03,2.767698683021691863e+01,1.376981076335045600e+03,1.416578923664953891e+03
1.070000000000000000e+02,5.851856478908575715e-02,2.049692903001750638e-02,4.385594505664297538e-02,7.318118452152853892e-02,9.889547038820303282e-01,4.081369840114781183e-03,9.860350677811576814e-01,9.918743399829029750e-01,1.395440000000000055e+03,2.162712186121861535e+01,1.379968889020699407e+03,1.410911110979300702e+03
1.080000000000000000e+02,5.771373709719786194e-02,2.041845017179225868e-02,4.310725775795778980e-02,7.232021643643793407e-02,9.892728329272836296e-01,3.982641980747668280e-03,9.864238224824191104e-01,9.921218433721481489e-01,1.401670000000000073e+03,3.372121142545147876e+01,1.377547298529716500e+03,1.425792701470283646e+03
1.090000000000000000e+02,5.686350870960129450e-02,2.020950335868395079e-02,4.240650091609502598e-02,7.132051650310755608e-02,9.895505527662533662e-01,3.917207581401876103e-03,9.867483512708478122e-01,9.923527542616589203e-01,1.402900000000000091e+03,3.128008951393840675e+01,1.380523571947389655e+03,1.425276428052610527e+03
1.100000000000000000e+02,5.605992958919692182e-02,1.997621537955220419e-02,4.176980596263826784e-02,7.035005321575557580e-02,9.898090671722614697e-01,3.847287311952728422e-03,9.870568836244724142e-01,9.925612507200505252e-01,1.406800000000000182e+03,2.578953276040497755e+01,1.388351279638554388e+03,1.425248720361445976e+03
1.110000000000000000e+02,5.537703422365184563e-02,1.974362656382841127e-02,4.125329461266853681e-02,6.950077383463515446e-02,9.900851727594861540e-01,3.789576846301503498e-03,9.873742727918464190e-01,9.927960727271258889e-01,1.400590000000000146e+03,3.176870944813466835e+01,1.377864034303076323e+03,1.423315965696923968e+03
1.120000000000000000e+02,5.460866859914438598e-02,1.954484883094568734e-02,4.062712601212833258e-02,6.859021118616043244e-02,9.903935274069620709e-01,3.695136756708850868e-03,9.877501858096111587e-01,9.930368690043129831e-01,1.410690000000000282e+03,2.865566087180684107e+01,1.390190975100718333e+03,1.431189024899282231e+03
1.130000000000000000e+02,5.376072747200492941e-02,1.925265942126871618e-02,3.998820459704750113e-02,6.753325034696236462e-02,9.906977020627347752e-01,3.597088589686049578e-03,9.881244998987797068e-01,9.932709042266898436e-01,1.413690000000000055e+03,3.062905320116832186e+01,1.391779295269755494e+03,1.435600704730244615e+03
1.140000000000000000e+02,5.288213637674828854e-02,1.887676963854708484e-02,3.937850885373778836e-02,6.638576389975878178e-02,9.909466323177547054e-01,3.506271204863796107e-03,9.884383969972126982e-01,9.934548676382967125e-01,1.403120000000000118e+03,2.529133448436443032e+01,1.385027669215853621e+03,1.421212330784146616e+03
1.150000000000000000e+02,5.198442938564593746e-02,1.856773218112843168e-02,3.870187394199789410e-02,6.526698482929398082e-02,9.911756440740886465e-01,3.446740090524683456e-03,9.887099947473082517e-01,9.936412934008690412e-01,1.413210000000000036e+03,2.794320847719531997e+01,1.393220632841365841e+03,1.433199367158634232e+03
1.160000000000000000e+02,5.120632696371061471e-02,1.828559030286934159e-02,3.812560366113364185e-02,6.428705026628758756e-02,9.913793212284703893e-01,3.427078843681802874e-03,9.889277367103986860e-01,9.938309057465420926e-01,1.408860000000000127e+03,3.164213014321255102e+01,1.386224583683002948e+03,1.431495416316997307e+03
1.170000000000000000e+02,5.049819152460839622e-02,1.805962958254095710e-02,3.757911078379235631e-02,6.341727226542444307e-02,9.915782637126898669e-01,3.368856461625159473e-03,9.891683289777033483e-01,9.939881984476763854e-01,1.408919999999999845e+03,3.008899466582427351e+01,1.387395629872632298e+03,1.430444370127367392e+03
1.180000000000000000e+02,4.975466661167300686e-02,1.772726415475697065e-02,3.707334577492212013e-02,6.243598744842389359e-02,9.917366630058861432e-01,3.334066435206068778e-03,9.893516155565568182e-01,9.941217104552154682e-01,1.410699999999999818e+03,3.010009966760906153e+01,1.389167685832914913e+03,1.432232314167084724e+03
1.190000000000000000e+02,4.907303301478580654e-02,1.743579850041071869e-02,3.660021414671949663e-02,6.154585188285211644e-02,9.918985478028645719e-01,3.304600719376262971e-03,9.895345788568429279e-01,9.942625167488862159e-01,1.412900000000000091e+03,3.121249749699631337e+01,1.390571924363496464e+03,1.435228075636503718e+03
1.200000000000000000e+02,4.833192436586562779e-02,1.705039320505495268e-02,3.613480783742275410e-02,6.052904089430850149e-02,9.920401691546102407e-01,3.291866379673921705e-03,9.896853098064374299e-01,9.943950285027830516e-01,1.414190000000000055e+03,2.260630221862921729e+01,1.398018425589852768e+03,1.430361574410147341e+03
1.210000000000000000e+02,4.763771739539781475e-02,1.671201529264642466e-02,3.568266184341820080e-02,5.959277294737742869e-02,9.921834821826962525e-01,3.265708421621959980e-03,9.898473351104615237e-01,9.945196292549309813e-01,1.414860000000000127e+03,2.294241486853550072e+01,1.398447985084564380e+03,1.431272014915435875e+03
1.220000000000000000e+02,4.693866361102925350e-02,1.633183598260547556e-02,3.525557195398771465e-02,5.862175526807079234e-02,9.923487001700930232e-01,3.239636993441954299e-03,9.900312034740549327e-01,9.946661968661311137e-01,1.414650000000000091e+03,2.969125292068354582e+01,1.393410157176804660e+03,1.435889842823195522e+03
1.230000000000000000e+02,4.612264280194328797e-02,1.583653895953064661e-02,3.479386529085607555e-02,5.745142031303050040e-02,9.924851564358722067e-01,3.266431145197585487e-03,9.901484923583365738e-01,9.948218205134078396e-01,1.419370000000000118e+03,2.319038809507077659e+01,1.402780595724470913e+03,1.435959404275529323e+03
1.240000000000000000e+02,4.544562882405540211e-02,1.551344372774790016e-02,3.434797971830432645e-02,5.654327792980647777e-02,9.926252726815715244e-01,3.295216826103384167e-03,9.902680165684073499e-01,9.949825287947356989e-01,1.412649999999999864e+03,2.715699725669242426e+01,1.393223054467489874e+03,1.432076945532509853e+03
1.250000000000000000e+02,4.477023492707593588e-02,1.522429446304651539e-02,3.387943074468010435e-02,5.566103910947176742e-02,9.927326374803560061e-01,3.325256952298762374e-03,9.903538919554623066e-01,9.951113830052497056e-01,1.421690000000000055e+03,2.773641829797062996e+01,1.401848561624157583e+03,1.441531438375842527e+03
1.260000000000000000e+02,4.407552238338927758e-02,1.483835314122695752e-02,3.346080399084953166e-02,5.469024077592902350e-02,9.928270904181767387e-01,3.350956623942854401e-03,9.904299604556916492e-01,9.952242203806618281e-01,1.425999999999999773e+03,2.921910334010949484e+01,1.405097912639910646e+03,1.446902087360088899e+03
1.270000000000000000e+02,4.338551985334678646e-02,1.453696737220706511e-02,3.298639985203124375e-02,5.378463985466232916e-02,9.929574634585700554e-01,3.347852173315973671e-03,9.905625542862801503e-01,9.953523726308599606e-01,1.414660000000000082e+03,1.634283941057977785e+01,1.402969036964768065e+03,1.426350963035232098e+03
1.280000000000000000e+02,4.267760390250101288e-02,1.419110532222650316e-02,3.252589870714597819e-02,5.282930909785604756e-02,9.930741241718411549e-01,3.355232522993885705e-03,9.906739354154407984e-01,9.954743129282415115e-01,1.418959999999999809e+03,2.127873116517993068e+01,1.403738112711080021e+03,1.434181887288919597e+03
1.290000000000000000e+02,4.192524902986654450e-02,1.379827363374571715e-02,3.205455869574325156e-02,5.179593936398983745e-02,9.932080765332804706e-01,3.342228149616969027e-03,9.908171905451829131e-01,9.955989625213780281e-01,1.424010000000000218e+03,2.088082613308196400e+01,1.409072756823705049e+03,1.438947243176295387e+03
1.300000000000000000e+02,4.113680812609059323e-02,1.339910230792758748e-02,3.155166775654954375e-02,5.072194849563164271e-02,9.933445700557455016e-01,3.352678533227189828e-03,9.909462083135625043e-01,9.957429317979284988e-01,1.439309999999999945e+03,2.195820803253304732e+01,1.423602044241584281e+03,1.455017955758415610e+03
1.310000000000000000e+02,4.035009500355203615e-02,1.301485959060766709e-02,3.103982531540777634e-02,4.966036469169629597e-02,9.934616233274791153e-01,3.353193421299038596e-03,9.910628932565581639e-01,9.958603533984000666e-01,1.420899999999999864e+03,1.514490013172752647e+01,1.410065991100806514e+03,1.431734008899193213e+03
1.320000000000000000e+02,3.964268569204790899e-02,1.274625002157598642e-02,3.052456771411540468e-02,4.876080366998040982e-02,9.935893563773033899e-01,3.340575341847013512e-03,9.911996527366582210e-01,9.959790600179485587e-01,1.436240000000000236e+03,3.177247865685017203e+01,1.413511337973591708e+03,1.458968662026408765e+03
1.330000000000000000e+02,3.889904088064139592e-02,1.244571547834789384e-02,2.999591236368440855e-02,4.780216939759838329e-02,9.936990448174588542e-01,3.335528136294450482e-03,9.913129517301615401e-01,9.960851379047561682e-01,1.422150000000000091e+03,2.797828622342689187e+01,1.402135539733353880e+03,1.442164460266646302e+03
1.340000000000000000e+02,3.826648341109332302e-02,1.222448732026416157e-02,2.952161198481269982e-02,4.701135483737394621e-02,9.937904463932699661e-01,3.350545897206312195e-03,9.913936102469923517e-01,9.961872825395475806e-01,1.432890000000000100e+03,2.418240889572419405e+01,1.415590946793874991e+03,1.450189053206125209e+03
1.350000000000000000e+02,3.766750785542562902e-02,1.202828186681128078e-02,2.906299335525808214e-02,4.627202235559317589e-02,9.938907537621188837e-01,3.337512516714938142e-03,9.915032411345836572e-01,9.962782663896541102e-01,1.434569999999999936e+03,2.913276677557418637e+01,1.413729674097587349e+03,1.455410325902412524e+03
1.360000000000000000e+02,3.719296755665971871e-02,1.189314099259458982e-02,2.868512701413954841e-02,4.570080809917988901e-02,9.939930289706575550e-01,3.312955274776368565e-03,9.916230835357342510e-01,9.963629744055808590e-01,1.435510000000000218e+03,2.489122134408033915e+01,1.417703892913918253e+03,1.453316107086082184e+03
1.370000000000000000e+02,3.663827714437691702e-02,1.164502300216990749e-02,2.830792951979811678e-02,4.496862476895571725e-02,9.940692931917375352e-01,3.290437911373129531e-03,9.917154557082286104e-01,9.964231306752464601e-01,1.440780000000000200e+03,2.153642495866010975e+01,1.425373769676293250e+03,1.456186230323707150e+03
1.380000000000000000e+02,3.601529366993874021e-02,1.135142187318785925e-02,2.789497564057272228e-02,4.413561169930475814e-02,9.941421084816306486e-01,3.276414674134946713e-03,9.917983026177238370e-01,9.964859143455374602e-01,1.435910000000000082e+03,2.621676753530076098e+01,1.417155654291869496e+03,1.454664345708130668e+03
1.390000000000000000e+02,3.537551430748304970e-02,1.094706452773176741e-02,2.754445609766169659e-02,4.320657251730440629e-02,9.942135207850038014e-01,3.220342646653172585e-03,9.919098264331869252e-01,9.965172151368206777e-01,1.436519999999999982e+03,2.105335127717200905e+01,1.421459339770429551e+03,1.451580660229570412e+03
1.400000000000000000e+02,3.479537023056714778e-02,1.051095066638013664e-02,2.727628908324532600e-02,4.231445137788896610e-02,9.942844289561001414e-01,3.203119836416982048e-03,9.919930550605255970e-01,9.965758028516746858e-01,1.436130000000000109e+03,2.079817540074126825e+01,1.421251881595866962e+03,1.451008118404133256e+03
1.410000000000000000e+02,3.429069882674203040e-02,1.015634180808363922e-02,2.702528957511456456e-02,4.155610807836949278e-02,9.943481556707569613e-01,3.195011613794206638e-03,9.920625820482306123e-01,9.966337292932833103e-01,1.449050000000000182e+03,2.531415611866215087e+01,1.430941343602153665e+03,1.467158656397846698e+03
1.420000000000000000e+02,3.379041090415996207e-02,9.724582283623712034e-03,2.683386381006570495e-02,4.074695799825421572e-02,9.944369447365601911e-01,3.166410208716428833e-03,9.921718313266761902e-01,9.967020581464441920e-01,1.440599999999999909e+03,1.458862570635080935e+01,1.430163925852604734e+03,1.451036074147395084e+03
1.430000000000000000e+02,3.332511323276624027e-02,9.348047074568991560e-03,2.663792320080357254e-02,4.001230326472890453e-02,9.945345954090936136e-01,3.123201719765870098e-03,9.923003914901761258e-01,9.967687993280111014e-01,1.445519999999999982e+03,2.156811535577459082e+01,1.430091099731864915e+03,1.460948900268135048e+03
1.440000000000000000e+02,3.290967280415922624e-02,9.143216824496229120e-03,2.636900950613410219e-02,3.945033610218434683e-02,9.946087078780015966e-01,3.113917171590901544e-03,9.923811457247397882e-01,9.968362700312634050e-01,1.445670000000000073e+03,1.628502686519120957e+01,1.434020393568362351e+03,1.457319606431637794e+03
1.450000000000000000e+02,3.253507975325551499e-02,8.940333419953339425e-03,2.613955049977331746e-02,3.893060900673771252e-02,9.946763934477698132e-01,3.107077442034933586e-03,9.924537241422807243e-01,9.968990627532589022e-01,1.442420000000000073e+03,1.664372554448069508e+01,1.430513795990976632e+03,1.454326204009023513e+03
1.460000000000000000e+02,3.218229244779904907e-02,8.781898974069359681e-03,2.590010036932072213e-02,3.846448452627737602e-02,9.947617467756566523e-01,3.050322871783236155e-03,9.925796772439414717e-01,9.969438163073718329e-01,1.442950000000000045e+03,2.136507664390654426e+01,1.427666344876575522e+03,1.458233655123424569e+03
1.470000000000000000e+02,3.188443762435469453e-02,8.589337946593235060e-03,2.573999540669873881e-02,3.802887984201065025e-02,9.948608886428973452e-01,2.973436888335887797e-03,9.927338200304121063e-01,9.969879572553825842e-01,1.445399999999999864e+03,2.411970149069015434e+01,1.428145804969120036e+03,1.462654195030879691e+03
1.480000000000000000e+02,3.155245388271706725e-02,8.451143476451830616e-03,2.550687003364122268e-02,3.759803773179291181e-02,9.949792826269838741e-01,2.850735981238452545e-03,9.929399889557574133e-01,9.970185762982103350e-01,1.443980000000000018e+03,2.500235188937230291e+01,1.426094394910881192e+03,1.461865605089118844e+03
1.490000000000000000e+02,3.112145045746116459e-02,8.356082766352863900e-03,2.514386894383936755e-02,3.709903197108296163e-02,9.950811203119602766e-01,2.767684969070531142e-03,9.931012377558345872e-01,9.970610028680859660e-01,1.449490000000000009e+03,1.792531450212245403e+01,1.436667002479534858e+03,1.462312997520465160e+03
1.500000000000000000e+02,3.072360030844938431e-02,8.295278529986783306e-03,2.478951552522323798e-02,3.665768509167553063e-02,9.951603291329826906e-01,2.734393761824342219e-03,9.932042616718680383e-01,9.971163965940973428e-01,1.456239999999999782e+03,1.213335897433189459e+01,1.447560317865309798e+03,1.464919682134689765e+03
1.510000000000000000e+02,3.030867613182971002e-02,8.249642106125294055e-03,2.440723767957585916e-02,3.621011458408356087e-02,9.952488075783602062e-01,2.710007302713912485e-03,9.933101851391819004e-01,9.971874300175385120e-01,1.446119999999999891e+03,2.499675178898250749e+01,1.428238400981368841e+03,1.464001599018630941e+03
1.520000000000000000e+02,2.987316439089315878e-02,8.109320870585643229e-03,2.407210570353439383e-02,3.567422307825192374e-02,9.953509809863222424e-01,2.635680777215394094e-03,9.934655285404547786e-01,9.972364334321897061e-01,1.451769999999999982e+03,1.811077303706275998e+01,1.438814333435797607e+03,1.464725666564202356e+03
1.530000000000000000e+02,2.954988773593619084e-02,7.994973610154944635e-03,2.383062815100328233e-02,3.526914732086909587e-02,9.954706587032854381e-01,2.564961058338264491e-03,9.936357960967037162e-01,9.973055213098671601e-01,1.454730000000000018e+03,1.916116123829657880e+01,1.441022930982113849e+03,1.468437069017886188e+03
1.540000000000000000e+02,2.925989534887276505e-02,7.945758211055710049e-03,2.357584233956470932e-02,3.494394835818082079e-02,9.955767612350369111e-01,2.502411347779405059e-03,9.937866439958688014e-01,9.973668784742050208e-01,1.442569999999999936e+03,1.883815542987159475e+01,1.429093995417833412e+03,1.456046004582166461e+03
1.550000000000000000e+02,2.898658655662060199e-02,7.907318258652736367e-03,2.333003183272849834e-02,3.464314128051270564e-02,9.956875958065822818e-01,2.455879886875131281e-03,9.939307651693161105e-01,9.974444264438484531e-01,1.447000000000000227e+03,1.511734103604203838e+01,1.436185705690227451e+03,1.457814294309773004e+03
1.560000000000000000e+02,2.865148707818521157e-02,7.789389129493457485e-03,2.307929377125017209e-02,3.422368038512024757e-02,9.957917179351362114e-01,2.425124647271644993e-03,9.940568882709146514e-01,9.975265475993577713e-01,1.446440000000000055e+03,1.848935910192668430e+01,1.433213509279799837e+03,1.459666490720200272e+03
1.570000000000000000e+02,2.830418308196102142e-02,7.663729198603397817e-03,2.282188147438971026e-02,3.378648468953233258e-02,9.958910508359867242e-01,2.404930566525188742e-03,9.941706671468865109e-01,9.976114345250869375e-01,1.440169999999999845e+03,2.306157193254610860e+01,1.423672745255930977e+03,1.456667254744068714e+03
1.580000000000000000e+02,2.801757784047077468e-02,7.623944118101211656e-03,2.256373676499057873e-02,3.347141891595097063e-02,9.959978429503053565e-01,2.377346429283850454e-03,9.942971917642754454e-01,9.976984941363352677e-01,1.459470000000000027e+03,1.620870445162106677e+01,1.447874991333988646e+03,1.471065008666011408e+03
1.590000000000000000e+02,2.767102920563427326e-02,7.603766363173411133e-03,2.223162242648829903e-02,3.311043598478025096e-02,9.961008371205576362e-01,2.315218715952602722e-03,9.944446294233102446e-01,9.977570448178050277e-01,1.456420000000000073e+03,1.850928415687648609e+01,1.443179255754140058e+03,1.469660744245860087e+03
1.600000000000000000e+02,2.731219363950068008e-02,7.501555155939624957e-03,2.194590435331514322e-02,3.267848292568621693e-02,9.962051207648918716e-01,2.257646382463702941e-03,9.945900978339976550e-01,9.978201436957860881e-01,1.454599999999999909e+03,1.363576180490113110e+01,1.444845563624939587e+03,1.464354436375060232e+03
1.610000000000000000e+02,2.700652719422361181e-02,7.411775786964384070e-03,2.170446219964657780e-02,3.230859218880064582e-02,9.963215333126758111e-01,2.172969624794111702e-03,9.947670844851541627e-01,9.978759821401974595e-01,1.451970000000000027e+03,1.644883278533768589e+01,1.440203213872149718e+03,1.463736786127850337e+03
1.620000000000000000e+02,2.672162302262060668e-02,7.259333930140822629e-03,2.152860836307854062e-02,3.191463768216266927e-02,9.964305194715091796e-01,2.126302332957589070e-03,9.949094544134848839e-01,9.979515845295334753e-01,1.454830000000000155e+03,1.704605819537174227e+01,1.442635984550671537e+03,1.467024015449328772e+03
1.630000000000000000e+02,2.647487669967134652e-02,7.098429936943796703e-03,2.139696582285811888e-02,3.155278757648457416e-02,9.965497903606269636e-01,2.052046344107665184e-03,9.950818448370347680e-01,9.980177358842191593e-01,1.448769999999999982e+03,2.057372353270064735e+01,1.434052444789723722e+03,1.463487555210276241e+03
1.640000000000000000e+02,2.630740835956749818e-02,7.045066283793223298e-03,2.126767154056239187e-02,3.134714517857260796e-02,9.966743930251921180e-01,1.992093287267314005e-03,9.952493353348437211e-01,9.980994507155405149e-01,1.458019999999999982e+03,1.929320087491964841e+01,1.444218475516195895e+03,1.471821524483804069e+03
1.650000000000000000e+02,2.614030875980651383e-02,7.022675513379189778e-03,2.111658933304668556e-02,3.116402818656634210e-02,9.967882324542275407e-01,1.936031485389869957e-03,9.954032789610123277e-01,9.981731859474427537e-01,1.454889999999999873e+03,1.718292466374686001e+01,1.442598076177325765e+03,1.467181923822673980e+03
1.660000000000000000e+02,2.595427913146599111e-02,6.927295492229483716e-03,2.099879046152550860e-02,3.090976780140647362e-02,9.969056037456709429e-01,1.860176498934954827e-03,9.955749136408671429e-01,9.982362938504747429e-01,1.453969999999999800e+03,2.108568471736213468e+01,1.438886209820696195e+03,1.469053790179303405e+03
1.670000000000000000e+02,2.579087068922398390e-02,6.932096933532903328e-03,2.083194727508857341e-02,3.074979410335939439e-02,9.970021356693919978e-01,1.795112954443859416e-03,9.957179892204656158e-01,9.982862821183183799e-01,1.457160000000000309e+03,1.947347940148342715e+01,1.443229512027224018e+03,1.471090487972776600e+03
1.680000000000000000e+02,2.557614652574841801e-02,6.891749783150202639e-03,2.064608572427478056e-02,3.050620732722205547e-02,9.970739114086450972e-01,1.769158629551055659e-03,9.958083315652701550e-01,9.983394912520200393e-01,1.458879999999999882e+03,2.143752784254753152e+01,1.443544516411282984e+03,1.474215483588716779e+03
1.690000000000000000e+02,2.538854074537942943e-02,6.843986993318000589e-03,2.049264738545981610e-02,3.028443410529904276e-02,9.971400827894365548e-01,1.754314723618253732e-03,9.958851216366819692e-01,9.983950439421911405e-01,1.456280000000000200e+03,1.684362193828869181e+01,1.444230798725191107e+03,1.468329201274809293e+03
1.700000000000000000e+02,2.514832496862386829e-02,6.687996631199876960e-03,2.036402039150749660e-02,2.993262954574023998e-02,9.972100539740738068e-01,1.736495218017971090e-03,9.959678401277110016e-01,9.984522678204366120e-01,1.461589999999999918e+03,1.675072834237368369e+01,1.449607250800547490e+03,1.473572749199452346e+03
1.710000000000000000e+02,2.489165832842282766e-02,6.579615271039977384e-03,2.018488510577337580e-02,2.959843155107227952e-02,9.972801165928268929e-01,1.717432815311566163e-03,9.960515391678842478e-01,9.985086940177695380e-01,1.445539999999999964e+03,1.534999674267065828e+01,1.434559273823781041e+03,1.456520726176218886e+03
1.720000000000000000e+02,2.461892695408997647e-02,6.462691137639294502e-03,1.999579621774122060e-02,2.924205769043873235e-02,9.973570676560031822e-01,1.683251247184287336e-03,9.961529422518766719e-01,9.985611930601296926e-01,1.456239999999999782e+03,1.974250237431925825e+01,1.442117064585745538e+03,1.470362935414254025e+03
1.730000000000000000e+02,2.432331075815460583e-02,6.363235877124588311e-03,1.977132602924835947e-02,2.887529548706085220e-02,9.974278124753148678e-01,1.641205848846030756e-03,9.962537645372531170e-01,9.986018604133766186e-01,1.467649999999999864e+03,2.206332930452702712e+01,1.451866845013700640e+03,1.483433154986299087e+03
1.740000000000000000e+02,2.402560246826478466e-02,6.210308391037740704e-03,1.958301547264072739e-02,2.846818946388884192e-02,9.975047909771459498e-01,1.592254225386548162e-03,9.963657609209835009e-01,9.986438210333083987e-01,1.462610000000000127e+03,1.963005094236898174e+01,1.448567507494175743e+03,1.476652492505824512e+03
1.750000000000000000e+02,2.373756084352294723e-02,6.058853688018600754e-03,1.940331801564262881e-02,2.807180367140326566e-02,9.975752763317409233e-01,1.550162043759029280e-03,9.964663572083923837e-01,9.986841954550894629e-01,1.464730000000000018e+03,6.901601263475016346e+00,1.459792891874042198e+03,1.469667108125957839e+03
1.760000000000000000e+02,2.347090477789160606e-02,5.853618658505101678e-03,1.928347824571715122e-02,2.765833131006606091e-02,9.976516977159439747e-01,1.494833979022405345e-03,9.965823579057977444e-01,9.987210375260902051e-01,1.458340000000000146e+03,1.830514681722056025e+01,1.445245286809825757e+03,1.471434713190174534e+03
