ITERATIONS,ReturnsMean,NormDeltaOmega,TimestepsStd,NormDeltaVar,TimestepsMean,DeltaOmega,Wins,OmegaBefore,Omega,RewardMean,ReturnsStd,Traj,ConfortViolation,RewardStd
1080,-76.60445267947286,6.612356039781275e-05,0.4976906669810074,0.0031299913150557458,5.548,6.612356039781275e-05,0.0,23.128585464076654,23.12865158763705,-13.80757979082063,8.372624574284096,250,0,6.478546122223767
1081,-75.44653479414325,0.00382850126314338,0.4994236678412428,0.0031509607395366723,5.476,0.00382850126314338,0.0,23.12865158763705,23.132480088900195,-13.777672533627326,8.318743741290389,250,0,6.516584326554602
1082,-75.98583412288883,0.009130666752859895,0.49993599590347565,0.003181534520987374,5.508,0.009130666752859895,0.0,23.132480088900195,23.141610755653055,-13.795539964213658,8.358044334148929,250,0,6.501450758653919
1083,-77.13818289348235,0.006011009050148175,0.495354418573207,0.003213941192568034,5.568,0.006011009050148175,0.0,23.141610755653055,23.147621764703203,-13.853840318513354,8.315271425608552,250,0,6.4861889822037755
1084,-77.39482052791881,0.0037741853477477605,0.4935585071701227,0.0032491709582216657,5.58,0.0037741853477477605,0.0,23.147621764703203,23.15139595005095,-13.870039521132403,8.342570155623774,250,0,6.4853120713397505
1085,-77.43515036986047,0.0030228812091550594,0.4935585071701227,0.0032842448363907136,5.58,0.0030228812091550594,0.0,23.15139595005095,23.154418831260106,-13.877267091372843,8.336267620326998,250,0,6.488430363126598
1086,-76.49722106892698,0.0042725189867702795,0.4994236678412428,0.003309599287987506,5.524,0.0042725189867702795,0.0,23.154418831260106,23.158691350246876,-13.848157326018638,8.457731882560848,250,0,6.515051142978428
1087,-76.87141024188172,0.02824501722400896,0.4976906669810074,0.0033388235027037444,5.548,0.02824501722400896,0.0,23.158691350246876,23.186936367470885,-13.85569759226419,8.392944649904997,250,0,6.501366440814555
1088,-76.50800660212344,0.03371978095101724,0.4999839997439918,0.0033646740271962836,5.504,0.03371978095101724,0.0,23.186936367470885,23.220656148421902,-13.900437246025334,8.457387377821279,250,0,6.554180841387075
1089,-77.53064981259377,0.03267340076308045,0.4980602373207482,0.0034035480155417985,5.544,0.03267340076308045,0.0,23.220656148421902,23.253329549184983,-13.984604944551545,8.454404599199796,250,0,6.564630235661818
1090,-77.2187508946234,0.02385442185423159,0.4999839997439918,0.0034343367729109224,5.504,0.02385442185423159,0.0,23.253329549184983,23.277183971039214,-14.029569566610355,8.496860101295757,250,0,6.614874515835885
1091,-77.47173828033215,0.013903565350489089,0.4999839997439918,0.0034660034617397524,5.504,0.013903565350489089,0.0,23.277183971039214,23.291087536389703,-14.07553384453709,8.572836749977787,250,0,6.636413827380272
1092,-78.07035650454377,0.007477835476073835,0.49897494927100305,0.0035071111675525585,5.532,0.007477835476073835,0.0,23.291087536389703,23.298565371865777,-14.112501175803283,8.58892453056473,250,0,6.633514691702571
1093,-79.04965892632025,0.0038337746161012376,0.49289349762397966,0.003552299750017166,5.584,0.0038337746161012376,0.0,23.298565371865777,23.30239914648188,-14.156457544111792,8.464468270839346,250,0,6.616073581038817
1094,-77.82818266638579,0.013446686698557642,0.49993599590347565,0.003584555216939625,5.508,-0.013446686698557642,0.0,23.30239914648188,23.28895245978332,-14.130025901667716,8.5771488366223,250,0,6.6590598473114655
1095,-77.2594620260363,0.017756279314447454,0.499743934430424,0.003617086267675669,5.484,-0.017756279314447454,0.0,23.28895245978332,23.271196180468873,-14.088158648073724,8.610208809940273,250,0,6.657158886357846
1096,-77.66139447202315,0.017398490918470344,0.49959983987187184,0.003652020987598765,5.52,-0.017398490918470344,0.0,23.271196180468873,23.253797689550403,-14.069093201453468,8.593348017114213,250,0,6.622005932485348
1097,-76.43519363811264,0.01841302849783233,0.49806023732074817,0.003679715326658307,5.456,-0.01841302849783233,0.0,23.253797689550403,23.23538466105257,-14.009382998187798,8.54759096343091,250,0,6.640986836874285
1098,-76.84817994269164,0.026075760232696865,0.49993599590347565,0.0037139831097267803,5.492,-0.026075760232696865,0.0,23.23538466105257,23.209308900819874,-13.99274944331603,8.525432228462888,250,0,6.606272615002054
1099,-76.78877501987952,0.008223639887368961,0.49993599590347565,0.003753529047031285,5.508,-0.008223639887368961,0.0,23.209308900819874,23.201085260932505,-13.941317178627365,8.43851333156304,250,0,6.570603999348994
1100,-78.71470668050429,0.014038830334840213,0.48333839077813795,0.0037991773470245965,5.628,0.014038830334840213,0.0,23.201085260932505,23.215124091267345,-13.986266290068286,8.188215322108219,250,0,6.505828263481686
1101,-76.9022652785645,0.013487174256010093,0.4998559792580259,0.0038328421608710916,5.512,0.013487174256010093,0.0,23.215124091267345,23.228611265523355,-13.951789782032748,8.485555303619527,250,0,6.572511480616401
1102,-77.4181128478892,0.017038509123032952,0.49897494927100305,0.003877963544327901,5.532,0.017038509123032952,0.0,23.228611265523355,23.245649774646388,-13.994597405619885,8.536388195548277,250,0,6.578077624702469
1103,-77.37536419178817,0.024447904514353525,0.49959983987187184,0.003913281301351916,5.52,0.024447904514353525,0.0,23.245649774646388,23.27009767916074,-14.017276121700753,8.502528242412588,250,0,6.597424146958189
1104,-77.6018312676726,0.020343281201824936,0.49959983987187184,0.0039580067106213136,5.52,0.020343281201824936,0.0,23.27009767916074,23.290440960362567,-14.058302765882718,8.562648808338137,250,0,6.616695315561674
1105,-77.12171765709931,0.024002120124585247,0.4994236678412428,0.003990700044977457,5.476,0.024002120124585247,0.0,23.290440960362567,23.314443080487152,-14.083586131683578,8.563449418405094,250,0,6.661136375836291
1106,-78.12464971462323,0.015677245954147878,0.49959983987187184,0.004042076865908232,5.52,0.015677245954147878,0.0,23.314443080487152,23.3301203264413,-14.153016252649136,8.613219374444053,250,0,6.661298351513706
1107,-78.57617610235692,0.009797896479259549,0.49870231601627835,0.00409823313974006,5.536,0.009797896479259549,0.0,23.3301203264413,23.33991822292056,-14.193673428893954,8.666748029554274,250,0,6.668532900039323
1108,-77.4396455148686,0.006018748529047713,0.4987023160162784,0.00413386837790275,5.464,-0.006018748529047713,0.0,23.33991822292056,23.33389947439151,-14.172702327025734,8.624629810183611,250,0,6.712254309976088
1109,-78.69530179597277,0.02196206736299189,0.49839743177508444,0.00418532527495966,5.54,-0.02196206736299189,0.0,23.33389947439151,23.31193740702852,-14.204928122016746,8.57568766451629,250,0,6.670839027581251
1110,-77.70168600773079,0.0065147690605087405,0.5,0.004229642365062414,5.5,-0.0065147690605087405,0.0,23.31193740702852,23.30542263796801,-14.127579274132868,8.61704796981883,250,0,6.663906986279853
1111,-79.39185907582677,0.0292770955403725,0.4906974628016737,0.004282015047150092,5.596,-0.0292770955403725,0.0,23.30542263796801,23.27614554242764,-14.187251443142742,8.441608424003261,250,0,6.621963335376149
1112,-77.43295953862027,0.026553857654661783,0.4999839997439918,0.004324193472759046,5.504,-0.026553857654661783,0.0,23.27614554242764,23.249591684772977,-14.068488288266764,8.571646318280047,250,0,6.633052305639841
1113,-77.73894838979271,0.02882931653530818,0.4987023160162784,0.004368471117743556,5.536,-0.02882931653530818,0.0,23.249591684772977,23.22076236823767,-14.04244009931227,8.522647709610261,250,0,6.597715066198901
1114,-77.22325606389533,0.04020423089705005,0.4994236678412428,0.004409252984635397,5.524,-0.04020423089705005,0.0,23.22076236823767,23.18055813734062,-13.979590163630581,8.559704600162577,250,0,6.576484443524195
1115,-76.57454375671136,0.028822655464054492,0.49985597925802594,0.004450561043216075,5.512,-0.028822655464054492,0.0,23.18055813734062,23.151735481876564,-13.892333772988277,8.447075167927771,250,0,6.544602615138211
1116,-77.15558427328524,0.024489669252695023,0.4958870839213299,0.004500550421133739,5.564,-0.024489669252695023,0.0,23.151735481876564,23.12724581262387,-13.86692743948333,8.341513823453685,250,0,6.495366608107386
1117,-76.55178651982264,0.0064874193117425705,0.4980602373207481,0.004539778547120247,5.544,-0.0064874193117425705,0.0,23.12724581262387,23.120758393312126,-13.808042301555309,8.375555191266049,250,0,6.482229378890397
1118,-75.76792944741918,0.001498061249197491,0.5,0.004580643097789371,5.5,-0.001498061249197491,0.0,23.120758393312126,23.11926033206293,-13.775987172258034,8.383215529203632,250,0,6.4984795007727145
1119,-76.7037800848534,0.017031549026658155,0.4963869458396343,0.004626251198568631,5.56,0.017031549026658155,0.0,23.11926033206293,23.136291881089587,-13.795643900153491,8.330937127856684,250,0,6.465100549979162
1120,-76.40863582269738,0.015342942517289515,0.498974949271003,0.004674225832121151,5.532,0.015342942517289515,0.0,23.136291881089587,23.151634823606877,-13.81211782767487,8.360461060573757,250,0,6.492234600674821
1121,-76.47019859496643,3.4797881472314884e-05,0.49959983987187184,0.004717657262184345,5.52,3.4797881472314884e-05,0.0,23.151634823606877,23.15166962148835,-13.85329684691421,8.480909323374789,250,0,6.520336050284309
1122,-76.82412211738561,0.004184069763304876,0.49806023732074817,0.004777587669942325,5.544,-0.004184069763304876,0.0,23.15166962148835,23.147485551725044,-13.857164884088315,8.44782962916538,250,0,6.505044514993171
1123,-76.1960532795161,0.008886333540232272,0.49993599590347565,0.004820869599006518,5.508,-0.008886333540232272,0.0,23.147485551725044,23.13859921818481,-13.833706114654339,8.45524430188937,250,0,6.519817463446125
1124,-76.20165484152321,0.008527895466890811,0.499743934430424,0.0048701995382165976,5.516,-0.008527895466890811,0.0,23.13859921818481,23.13007132271792,-13.814658238129661,8.431633908464272,250,0,6.504776208798505
1125,-76.19474927708832,0.01718325029499468,0.49959983987187184,0.004921455253308143,5.52,-0.01718325029499468,0.0,23.13007132271792,23.112888072422926,-13.803396608168175,8.39375076287971,250,0,6.4968128620895484
1126,-76.3014735107405,0.02167355172774066,0.4987023160162784,0.0049744364876846735,5.536,-0.02167355172774066,0.0,23.112888072422926,23.091214520695186,-13.782780619714686,8.387946966407064,250,0,6.475689251382741
1127,-77.7867839054385,0.01751278047235516,0.48,0.005050026519570348,5.64,-0.01751278047235516,0.0,23.091214520695186,23.07370174022283,-13.79198296195718,8.04258733964456,250,0,6.407146245444644
1128,-75.920787913871,0.02519195702809185,0.49870231601627835,0.0050929088897209976,5.536,-0.02519195702809185,0.0,23.07370174022283,23.04850978319474,-13.714015157852423,8.329129948991826,250,0,6.443264461464643
1129,-75.31690664958622,0.004024129978350999,0.49959983987187184,0.005139127948015491,5.52,-0.004024129978350999,0.0,23.04850978319474,23.044485653216388,-13.64436714666417,8.278250938714569,250,0,6.422371256662582
1130,-76.41725305919765,0.021872890637666842,0.4928934976239796,0.005202782962534624,5.584,-0.021872890637666842,0.0,23.044485653216388,23.02261276257872,-13.68503815530044,8.230444744048446,250,0,6.3963077727872815
1131,-75.5008600022083,0.007517118336931361,0.49769066698100745,0.005259774147930992,5.548,-0.007517118336931361,0.0,23.02261276257872,23.01509564424179,-13.608662581508343,8.234552967358674,250,0,6.385555348835374
1132,-74.43052743910373,0.012051303540165037,0.49974393443042403,0.005313000387464653,5.484,-0.012051303540165037,0.0,23.01509564424179,23.003044340701624,-13.572306243454365,8.294032122997933,250,0,6.413743064401839
1133,-75.32965798826028,0.004655348195573339,0.4976906669810074,0.005374168907326213,5.548,-0.004655348195573339,0.0,23.003044340701624,22.99838899250605,-13.577804251669122,8.186327449330575,250,0,6.370880390932325
1134,-76.02292232265972,0.00801274991616907,0.4914631217090455,0.005441646064107986,5.592,-0.00801274991616907,0.0,22.99838899250605,22.990376242589882,-13.594943190747447,8.105595187278853,250,0,6.348529635624045
1135,-75.38100964151401,0.003432108069983286,0.49638694583963433,0.0055020202082199125,5.56,0.003432108069983286,0.0,22.990376242589882,22.993808350659865,-13.557735547034895,8.186729767102644,250,0,6.353243101106349
1136,-75.61396940062977,0.014664704861957034,0.49478884385159694,0.005566466293991517,5.572,0.014664704861957034,0.0,22.993808350659865,23.008473055521822,-13.570346267162554,8.166299303167767,250,0,6.350940641262467
1137,-75.41381908426314,0.029929217039573075,0.49728864857344174,0.005625541478885874,5.552,0.029929217039573075,0.0,23.008473055521822,23.038402272561395,-13.583180670796676,8.258047037138079,250,0,6.37071964574243
1138,-75.05837951023364,0.03401174379987637,0.4998559792580259,0.005693440370598032,5.512,0.03401174379987637,0.0,23.038402272561395,23.07241401636127,-13.617267690535858,8.214381002515221,250,0,6.41476560118864
1139,-76.6296118183085,0.022863235101372226,0.4935585071701227,0.005777012596263111,5.58,0.022863235101372226,0.0,23.07241401636127,23.095277251462644,-13.732905343782885,8.227800841537134,250,0,6.421425759653283
1140,-74.35929373214712,0.04098968170267625,0.4958870839213299,0.00583051366675923,5.436,0.04098968170267625,0.0,23.095277251462644,23.13626693316532,-13.67904594042442,8.34145155171458,250,0,6.499076839366892
1141,-77.12657072201517,0.029849205970318593,0.49478884385159694,0.005912364637209252,5.572,0.029849205970318593,0.0,23.13626693316532,23.16611613913564,-13.84181096949303,8.336485953044463,250,0,6.477493275497053
1142,-76.54495958720288,0.035688930166280386,0.49959983987187184,0.005996046158948993,5.52,0.035688930166280386,0.0,23.16611613913564,23.20180506930192,-13.86684050492806,8.382213383680156,250,0,6.526613273840613
1143,-77.41730356571395,0.020089955961740458,0.4976906669810074,0.006083955890976333,5.548,0.020089955961740458,0.0,23.20180506930192,23.22189502526366,-13.954092207230346,8.472933463246623,250,0,6.547330141524384
1144,-77.32862318661775,0.021201798168522856,0.49897494927100305,0.006172534543753986,5.532,0.021201798168522856,0.0,23.22189502526366,23.243096823432182,-13.978420677262788,8.470935829580096,250,0,6.570442053176315
1145,-77.7446993327564,0.00651910787717469,0.4983974317750845,0.006271679863357737,5.54,0.00651910787717469,0.0,23.243096823432182,23.249615931309357,-14.033339229739422,8.496764759658548,250,0,6.590415291730326
1146,-77.58469539199746,0.0020176898414874245,0.4992153843783262,0.006354443130465295,5.528,-0.0020176898414874245,0.0,23.249615931309357,23.24759824146787,-14.034858066569726,8.524548330551607,250,0,6.600003895064816
1147,-77.93950195810702,0.01854350669067273,0.49769066698100745,0.006437937787983942,5.548,-0.01854350669067273,0.0,23.24759824146787,23.229054734777197,-14.048215926118786,8.506543073055209,250,0,6.5914085516148075
1148,-78.58669519703173,0.021856692531201816,0.4898979485566356,0.006553005375973442,5.6,-0.021856692531201816,0.0,23.229054734777197,23.207198042245995,-14.033338428041382,8.368596455423846,250,0,6.547365442389472
1149,-76.67022333415537,0.016410510018424418,0.5,0.00663518029450134,5.5,-0.016410510018424418,0.0,23.207198042245995,23.19078753222757,-13.940040606210067,8.476554446681414,250,0,6.5757463558189855
1150,-76.46427365469228,0.0018915113322570676,0.5,0.006716319510328652,5.5,-0.0018915113322570676,0.0,23.19078753222757,23.188896020895314,-13.90259520994405,8.426715030541509,250,0,6.558391105958867
1151,-76.93728219953411,0.0014951303867434262,0.4992153843783262,0.0067973827211542295,5.528,-0.0014951303867434262,0.0,23.188896020895314,23.18740089050857,-13.91774280020516,8.44994259308104,250,0,6.5447608412638605
1152,-77.42574897329601,0.009637979496634586,0.4968541033341679,0.006896329418857325,5.556,-0.009637979496634586,0.0,23.18740089050857,23.177762911011936,-13.935519973595392,8.42935447049434,250,0,6.533253489132826
1153,-77.03419957187617,0.0007934729320595579,0.4983974317750845,0.0069788143864313295,5.54,0.0007934729320595579,0.0,23.177762911011936,23.178556383943995,-13.905090175428912,8.468378017034428,250,0,6.530185053649209
1154,-76.01427546289013,0.008792284018632301,0.49959983987187184,0.0070645089553604545,5.48,0.008792284018632301,0.0,23.178556383943995,23.187348667962628,-13.871218150162433,8.414096895721793,250,0,6.557867781030488
1155,-77.5747070783921,0.006284691171529744,0.4958870839213299,0.007178171848794818,5.564,-0.006284691171529744,0.0,23.187348667962628,23.181063976791098,-13.942255046439987,8.361065327523981,250,0,6.5303140229720125
1156,-75.71406315430897,0.005378822751513468,0.4983974317750845,0.007259241056822749,5.46,0.005378822751513468,0.0,23.181063976791098,23.18644279954261,-13.86704453375622,8.425337338232834,250,0,6.570622757454835
1157,-76.90099299668509,0.008577090511980856,0.4992153843783262,0.007367486047446382,5.528,0.008577090511980856,0.0,23.18644279954261,23.195019890054592,-13.911178183191948,8.433970369526339,250,0,6.541480859153474
1158,-76.41459516585569,0.006245188847671557,0.49993599590347565,0.007469034853231558,5.492,0.006245188847671557,0.0,23.195019890054592,23.201265078902264,-13.913801013447868,8.506185242498244,250,0,6.569164149306596
1159,-77.19653385581586,0.013708400504590657,0.49870231601627835,0.007600289373554998,5.536,0.013708400504590657,0.0,23.201265078902264,23.214973479406854,-13.944460595342457,8.397000521249842,250,0,6.552009642197738
1160,-77.46272482296973,0.012466363863548935,0.49806023732074817,0.007733204172735306,5.544,0.012466363863548935,0.0,23.214973479406854,23.227439843270403,-13.972352962296123,8.518719368349648,250,0,6.558945235431948
1161,-77.16986470858731,0.00318647240812453,0.49974393443042403,0.007852296933878318,5.516,0.00318647240812453,0.0,23.227439843270403,23.230626315678528,-13.990185770229752,8.535648322093522,250,0,6.587667331253116
1162,-77.93369598290207,0.002303261019982017,0.4963869458396343,0.007993817667043854,5.56,0.002303261019982017,0.0,23.230626315678528,23.23292957669851,-14.01685179548598,8.490980241855958,250,0,6.568405386811125
1163,-77.64661367966436,0.005390484889549185,0.4980602373207482,0.008118018695390961,5.544,0.005390484889549185,0.0,23.23292957669851,23.23832006158806,-14.005521947991406,8.524624257511514,250,0,6.5747099482440055
1164,-77.29701260871359,0.01775902880157787,0.49959983987187184,0.008250378887862326,5.52,0.01775902880157787,0.0,23.23832006158806,23.256079090389637,-14.003081994332172,8.495508956729836,250,0,6.590891000902762
1165,-77.99316529462115,0.0002713207271973772,0.49769066698100745,0.00839154816090581,5.548,0.0002713207271973772,0.0,23.256079090389637,23.256350411116834,-14.057888481366463,8.585078525049903,250,0,6.596483130351433
1166,-77.70295238909046,0.010288174443083165,0.49921538437832624,0.00852304528031999,5.528,-0.010288174443083165,0.0,23.256350411116834,23.24606223667375,-14.056250432179894,8.592404622310122,250,0,6.610310617104323
1167,-77.31137470901774,0.020286859219801556,0.4998559792580259,0.0086581737472197,5.512,-0.020286859219801556,0.0,23.24606223667375,23.22577537745395,-14.026011376817442,8.550189070653019,250,0,6.607922501561825
1168,-77.09807461413747,0.000763531863924527,0.499743934430424,0.00879729983365053,5.516,-0.000763531863924527,0.0,23.22577537745395,23.225011845590025,-13.97717088726205,8.501481999046392,250,0,6.581734282896938
1169,-77.15352873062095,0.007216462140934965,0.49959983987187184,0.00894476258972134,5.52,0.007216462140934965,0.0,23.225011845590025,23.23222830773096,-13.97708853815597,8.509507189793302,250,0,6.578339718353353
1170,-77.63090682834846,0.014679226298447645,0.49806023732074817,0.009096275792712325,5.544,0.014679226298447645,0.0,23.23222830773096,23.246907534029408,-14.002688821852175,8.507988660909302,250,0,6.572832938915416
1171,-78.07579897396926,0.017289915172039372,0.4963869458396343,0.009265248955821774,5.56,0.017289915172039372,0.0,23.246907534029408,23.264197449201447,-14.042409887404546,8.517903398720541,250,0,6.5802020832977135
1172,-77.47589834495922,0.01874428470623357,0.4998559792580259,0.0094032721805933,5.512,0.01874428470623357,0.0,23.264197449201447,23.28294173390768,-14.055859641683458,8.558901244572656,250,0,6.621605492995807
1173,-78.15437695323202,0.005765750754402887,0.4983974317750845,0.00957289501287013,5.54,0.005765750754402887,0.0,23.28294173390768,23.288707484662083,-14.10728825870614,8.615354359818516,250,0,6.6252927735476
1174,-77.46391554757363,0.0004144953065150503,0.4999839997439918,0.009737287061783378,5.496,0.0004144953065150503,0.0,23.288707484662083,23.2891219799686,-14.094598898757939,8.548276178581515,250,0,6.6516040780856125
1175,-76.96182911184364,0.004663607543651693,0.49897494927100305,0.009884437762729879,5.468,-0.004663607543651693,0.0,23.2891219799686,23.284458372424947,-14.074950459371552,8.586480275075083,250,0,6.663103518919315
1176,-77.23430150691719,0.016946279122599606,0.49974393443042403,0.010083679029699127,5.484,-0.016946279122599606,0.0,23.284458372424947,23.267512093302347,-14.083570661363456,8.620381796366393,250,0,6.655275314669767
1177,-78.14871781944734,0.009245045680053465,0.49728864857344174,0.010268519587207937,5.552,-0.009245045680053465,0.0,23.267512093302347,23.258267047622294,-14.07577770523187,8.508506936421346,250,0,6.6013695161060255
1178,-77.12139564339685,0.007052054828648124,0.4999839997439918,0.010455818572399014,5.496,0.007052054828648124,0.0,23.258267047622294,23.265319102450942,-14.032277227692296,8.524522484426017,250,0,6.622381245522826
1179,-77.98514454326022,0.01289758107331096,0.4980602373207482,0.010638591977871885,5.544,0.01289758107331096,0.0,23.265319102450942,23.278216683524253,-14.066584513575078,8.520690990216481,250,0,6.603113677635638
1180,-77.81188150760258,0.018456889906861562,0.49942366784124287,0.010830110810508756,5.524,0.018456889906861562,0.0,23.278216683524253,23.296673573431114,-14.086147991962813,8.589102365176563,250,0,6.627246153008835
1181,-78.56321622386817,0.01769185441361998,0.4968541033341679,0.011048878255157062,5.556,0.01769185441361998,0.0,23.296673573431114,23.314365427844734,-14.140247700480234,8.591857080192437,250,0,6.628913298148784
1182,-77.71123796415702,0.001636525027450375,0.4999839997439918,0.01125853752134771,5.496,0.001636525027450375,0.0,23.314365427844734,23.316001952872185,-14.139599338456517,8.625333498839675,250,0,6.672420271279212
1183,-77.58540712058053,0.009976647644009518,0.49974393443042403,0.011463702722536375,5.484,-0.009976647644009518,0.0,23.316001952872185,23.306025305228175,-14.147594296240067,8.602224060175248,250,0,6.685448289403358
1184,-77.71495016501028,0.002289372860971639,0.5,0.011677377127687736,5.5,-0.002289372860971639,0.0,23.306025305228175,23.303735932367204,-14.12999093909278,8.630416893438472,250,0,6.6654015786331575
1185,-79.54748359209874,0.005895785417923349,0.48819668167655544,0.011953744156849319,5.608,-0.005895785417923349,0.0,23.303735932367204,23.29784014694928,-14.184644007150277,8.411521302213027,250,0,6.612265672502937
1186,-77.63265365363706,0.026573200245881168,0.4999839997439918,0.012188734832920049,5.496,-0.026573200245881168,0.0,23.29784014694928,23.2712669467034,-14.125300883121737,8.629054293720632,250,0,6.665846347907391
1187,-78.07685922823842,0.03551012951183097,0.49839743177508444,0.012455658761801379,5.54,-0.03551012951183097,0.0,23.2712669467034,23.235756817191568,-14.093295889573723,8.570108809100233,250,0,6.61846765949566
1188,-78.3706567667089,0.016978839043026994,0.4928934976239796,0.01270955701315781,5.584,-0.016978839043026994,0.0,23.235756817191568,23.21877797814854,-14.034859736158472,8.394274510590881,250,0,6.559683328825418
1189,-76.92198774902384,0.02069566487869068,0.49993599590347565,0.012959632649537894,5.508,-0.02069566487869068,0.0,23.21877797814854,23.19808231326985,-13.965502496191695,8.521015194384038,250,0,6.581950343797069
1190,-77.22643958316546,0.01899626497327489,0.4983974317750845,0.013234301578643632,5.54,-0.01899626497327489,0.0,23.19808231326985,23.179086048296575,-13.93979053847752,8.486503096809981,250,0,6.546595014063566
1191,-76.72717537012943,0.023750976139197633,0.49959983987187184,0.013474762050942628,5.52,-0.023750976139197633,0.0,23.179086048296575,23.155335072157378,-13.899850610530695,8.450619837826103,250,0,6.541904809738968
1192,-76.25959119644531,0.03113391474214211,0.49993599590347565,0.013751078175151065,5.508,-0.03113391474214211,0.0,23.155335072157378,23.124201157415236,-13.845241684176708,8.448047216860802,250,0,6.5250405898954185
1193,-75.86776030345716,0.011361378339955763,0.49993599590347565,0.01401209104685117,5.508,-0.011361378339955763,0.0,23.124201157415236,23.11283977907528,-13.774103177824466,8.325463011836302,250,0,6.49138138706611
1194,-76.20480164871319,0.021874285275305994,0.49921538437832624,0.014321902947316764,5.528,-0.021874285275305994,0.0,23.11283977907528,23.090965493799974,-13.785239082618158,8.354513207528594,250,0,6.482599236961555
1195,-75.96309761685104,0.019487949270214244,0.498974949271003,0.014638919622251197,5.532,-0.019487949270214244,0.0,23.090965493799974,23.07147754452976,-13.731579467977411,8.345426680752931,250,0,6.454668410666305
1196,-75.47096418398331,0.017478286039370516,0.49985597925802594,0.014913019927740672,5.512,-0.017478286039370516,0.0,23.07147754452976,23.05399925849039,-13.692119772130496,8.367476345876259,250,0,6.450291076028257
1197,-75.14473236776591,0.017771376933186644,0.4999839997439918,0.015228072103915052,5.504,-0.017771376933186644,0.0,23.05399925849039,23.036227881557203,-13.652749340073752,8.333294513901265,250,0,6.437481426318552
1198,-75.51589793492614,0.006278303169086286,0.4983974317750845,0.015553104378605118,5.54,-0.006278303169086286,0.0,23.036227881557203,23.029949578388116,-13.631028508109413,8.309237328243471,250,0,6.4016335245136355
1199,-75.28565308695,0.006396484729354057,0.4992153843783262,0.015901883712640882,5.528,-0.006396484729354057,0.0,23.029949578388116,23.023553093658762,-13.618967635121203,8.339011221642162,250,0,6.404719431885264
1200,-74.81750571024045,0.006508077948250701,0.4999839997439918,0.016244429052410993,5.504,0.006508077948250701,0.0,23.023553093658762,23.030061171607013,-13.593296822354734,8.228622084227258,250,0,6.409342346379935
1201,-76.7172527493461,0.026727499394372245,0.48538644398046393,0.016697056337971885,5.62,0.026727499394372245,0.0,23.030061171607013,23.056788671001385,-13.650756716965498,8.0291664041392,250,0,6.355154681229211
1202,-75.96887750682055,0.022999776181695353,0.49728864857344174,0.017168983423339855,5.552,0.022999776181695353,0.0,23.056788671001385,23.07978844718308,-13.683155170536839,8.240469273791957,250,0,6.417818738935321
1203,-76.70720457142302,0.01847916484570078,0.4935585071701227,0.01764292478099371,5.58,0.01847916484570078,0.0,23.07978844718308,23.09826761202878,-13.746810855093731,8.199455208132052,250,0,6.427835393232556
1204,-77.26148989293029,0.020616096558690344,0.48906441293555597,0.018142091931441538,5.604,0.020616096558690344,0.0,23.09826761202878,23.11888370858747,-13.786846875969003,8.146900671289595,250,0,6.429759757929657
1205,-76.32715216870031,0.02718765723667005,0.4987023160162784,0.01865031450377849,5.536,0.02718765723667005,0.0,23.11888370858747,23.14607136582414,-13.787419105617833,8.367652924024766,250,0,6.477893397440987
1206,-76.93879183194481,0.02469725372050746,0.4968541033341679,0.01916525618379185,5.556,0.02469725372050746,0.0,23.14607136582414,23.17076861954465,-13.847874699774081,8.376140334798452,250,0,6.49171993494095
1207,-77.17287878231046,0.03736702201910802,0.49685410333416785,0.019720028341964745,5.556,0.03736702201910802,0.0,23.17076861954465,23.208135641563757,-13.890006980257462,8.372831551781738,250,0,6.511290073138734
1208,-77.36125460638142,0.02828873614364369,0.49839743177508444,0.02027449265523153,5.54,0.02828873614364369,0.0,23.208135641563757,23.2364243777074,-13.964125380213256,8.474057385110369,250,0,6.5578167465779815
1209,-76.6983413114724,0.014789252901515226,0.49974393443042403,0.020866924018748026,5.484,0.014789252901515226,0.0,23.2364243777074,23.251213630608916,-13.985839042938077,8.540407266195555,250,0,6.608725759197328
1210,-76.75545876222598,0.00886434304408823,0.49942366784124287,0.021467835232137036,5.476,-0.00886434304408823,0.0,23.251213630608916,23.242349287564828,-14.016701746206353,8.569463561665371,250,0,6.629042610102917
1211,-77.49639994498162,0.0038776967638654014,0.49897494927100305,0.022172884861859612,5.532,0.0038776967638654014,0.0,23.242349287564828,23.246226984328693,-14.008749086222274,8.541416508848277,250,0,6.584538812640365
1212,-77.30919039184059,0.007180744188808319,0.499743934430424,0.022901112114110743,5.516,0.007180744188808319,0.0,23.246226984328693,23.2534077285175,-14.015444233473637,8.560886398323069,250,0,6.599379230071692
1213,-77.91959027218718,0.017562577502992838,0.4976906669810074,0.02371117298716916,5.548,0.017562577502992838,0.0,23.2534077285175,23.270970306020494,-14.044626941634313,8.463471534132234,250,0,6.589868280723832
1214,-78.02586028243599,0.011827788872313505,0.49839743177508444,0.024530187850205238,5.54,0.011827788872313505,0.0,23.270970306020494,23.282798094892808,-14.084090303688805,8.586141344683288,250,0,6.614273824678492
1215,-77.18508856881844,0.006964642033494783,0.49974393443042403,0.025360587924813945,5.484,0.006964642033494783,0.0,23.282798094892808,23.289762736926303,-14.074596748508105,8.596480316071528,250,0,6.651040331349657
