ITERATIONS,Traj,DeltaOmega,OmegaBefore,NormDeltaOmega,RewardStd,TimestepsMean,ReturnsMean,ReturnsStd,TimestepsStd,RewardMean,ConfortViolation,Wins,NormDeltaVar,Omega
1087,250,-0.040727041642920625,23.06775454012366,0.040727041642920625,6.46280705024809,5.48,-74.91167646088194,8.30837624845078,0.49959983987187184,-13.670013952715681,0,0.0,0.007057175042497876,23.027027498480738
1088,250,-0.016743833566248867,23.027027498480738,0.016743833566248867,6.377762248079575,5.572,-75.93499403303021,8.215750721912125,0.49478884385159694,-13.62796016386041,0,0.0,0.007153573811744651,23.01028366491449
1089,250,-0.01291306805727288,23.01028366491449,0.01291306805727288,6.375509974108283,5.556,-75.55883471021409,8.266121189316847,0.4968541033341679,-13.599502287655522,0,0.0,0.007247773448509684,22.997370596857216
1090,250,-0.011485982543607776,22.997370596857216,0.011485982543607776,6.39498612821827,5.48,-74.13000746569914,8.230423944403404,0.49959983987187184,-13.527373625127579,0,0.0,0.007328253947132173,22.98588461431361
1091,250,-0.0070699543391583575,22.98588461431361,0.0070699543391583575,6.360380149067565,5.536,-74.94360249046457,8.218226447478266,0.4987023160162784,-13.537500449867157,0,0.0,0.007415656161476901,22.97881465997445
1092,250,-0.004921105426198835,22.97881465997445,0.004921105426198835,6.351618607196516,5.536,-74.83403097203296,8.195030160257263,0.49870231601627835,-13.517707906797865,0,0.0,0.0075079953490219484,22.97389355454825
1093,250,-0.012293027881618457,22.97389355454825,0.012293027881618457,6.335883754566399,5.58,-75.60634924698327,8.139711048938034,0.4935585071701227,-13.5495249546565,0,0.0,0.00761345096442044,22.961600526666633
1094,250,-0.004715015837884806,22.961600526666633,0.004715015837884806,6.324623084438927,5.568,-75.21615667534526,8.189100869193172,0.495354418573207,-13.508648828187008,0,0.0,0.007720249780821374,22.956885510828748
1095,250,0.005026095979967948,22.956885510828748,0.005026095979967948,6.353447443543281,5.492,-73.90638480029698,8.247083439435373,0.49993599590347565,-13.457098470556623,0,0.0,0.007812085805786169,22.961911606808716
1096,250,0.019407502376768804,22.961911606808716,0.019407502376768804,6.335019513282332,5.548,-74.90093432516113,8.18731992560752,0.49769066698100745,-13.500528897830051,0,0.0,0.007910434177660493,22.981319109185485
1097,250,0.026485713153888923,22.981319109185485,0.026485713153888923,6.352823631814888,5.548,-75.1127258542274,8.141351102989388,0.4976906669810074,-13.538703290235654,0,0.0,0.00802645099509252,23.007804822339374
1098,250,0.025500276415854728,23.007804822339374,0.025500276415854728,6.380251432325675,5.54,-75.26105633340283,8.259595804508118,0.49839743177508444,-13.585028219025784,0,0.0,0.008140703000941054,23.03330509875523
1099,250,0.033019209644720604,23.03330509875523,0.033019209644720604,6.412988414515778,5.512,-75.03526806844506,8.260789151464136,0.49985597925802594,-13.613074758426173,0,0.0,0.00827051068849588,23.06632430839995
1100,250,0.030251568875030443,23.06632430839995,0.030251568875030443,6.425055217003376,5.548,-75.97080916048633,8.27189699967305,0.4976906669810074,-13.693368630224642,0,0.0,0.008412549006997599,23.09657587727498
1101,250,0.027419042934084814,23.09657587727498,0.027419042934084814,6.465418905363576,5.524,-75.91050449019079,8.31500205451855,0.4994236678412428,-13.741945056153295,0,0.0,0.008546976285275735,23.123994920209064
1102,250,0.028380459517816092,23.123994920209064,0.028380459517816092,6.470511942589375,5.564,-76.85957403121911,8.387290642354758,0.4958870839213299,-13.813726461398117,0,0.0,0.008703965665063776,23.15237537972688
1103,250,0.03483241580273955,23.15237537972688,0.03483241580273955,6.502930265560976,5.548,-76.89170783548461,8.434267411999055,0.4976906669810074,-13.859356134730465,0,0.0,0.00884882438755046,23.18720779552962
1104,250,0.033010697294407976,23.18720779552962,0.033010697294407976,6.554650983918259,5.508,-76.60532440969527,8.458071849792079,0.49993599590347565,-13.908010967628048,0,0.0,0.008992328190125262,23.220218492824028
1105,250,0.02881923069321246,23.220218492824028,0.02881923069321246,6.583778175539319,5.512,-77.03662661450413,8.49077148981348,0.4998559792580259,-13.976165931513812,0,0.0,0.009154941069306635,23.24903772351724
1106,250,0.011963958876052061,23.24903772351724,0.011963958876052061,6.599748688823465,5.532,-77.67217983341715,8.581734870965422,0.49897494927100305,-14.040524192591676,0,0.0,0.009329697507077078,23.261001682393292
1107,250,-0.003630943108095863,23.261001682393292,0.003630943108095863,6.637189181044791,5.468,-76.66577237001623,8.538939808840716,0.49897494927100305,-14.020806944041007,0,0.0,0.009489615470236752,23.257370739285196
1108,250,-0.002886745878416974,23.257370739285196,0.002886745878416974,6.602751616606619,5.54,-77.89282900386347,8.464643670710874,0.4983974317750845,-14.060077437520482,0,0.0,0.009672460248021679,23.25448399340678
1109,250,-0.003323314150222245,23.25448399340678,0.003323314150222245,6.604245482162536,5.528,-77.63365032637866,8.528870376020178,0.4992153843783262,-14.043713879590927,0,0.0,0.009874824951743154,23.251160679256557
1110,250,-0.008776881893599153,23.251160679256557,0.008776881893599153,6.601461883750202,5.528,-77.60313323246038,8.526877313688113,0.4992153843783262,-14.038193421212082,0,0.0,0.010039851327167308,23.242383797362958
1111,250,-0.015849491898961787,23.242383797362958,0.015849491898961787,6.592980577028711,5.532,-77.59657068066102,8.571787167323084,0.498974949271003,-14.026856594479577,0,0.0,0.010218149634164597,23.226534305463996
1112,250,-0.00981312378941368,23.226534305463996,0.00981312378941368,6.578478695252244,5.528,-77.33284221220663,8.497906842620148,0.4992153843783262,-13.989298518850692,0,0.0,0.010395661354281863,23.216721181674583
1113,250,0.011797432820298326,23.216721181674583,0.011797432820298326,6.557241994235867,5.544,-77.44186158540583,8.439159367623635,0.49806023732074817,-13.968589752057328,0,0.0,0.010613151703197448,23.22851861449488
1114,250,0.011789480089468896,23.22851861449488,0.011789480089468896,6.568139785710678,5.544,-77.5734258622752,8.49044183055165,0.4980602373207482,-13.992320682228568,0,0.0,0.010824001792497647,23.24030809458435
1115,250,-0.0017515443143416576,23.24030809458435,0.0017515443143416576,6.599127030110144,5.516,-77.30371954115894,8.520369337770804,0.49974393443042403,-14.014452418629244,0,0.0,0.011031009237416057,23.238556550270008
1116,250,0.0013127848249112617,23.238556550270008,0.0013127848249112617,6.592800170715454,5.524,-77.41055730022694,8.565243418893026,0.4994236678412428,-14.013496976869467,0,0.0,0.011230366740005476,23.23986933509492
1117,250,0.006566837288922045,23.23986933509492,0.006566837288922045,6.569955589196161,5.564,-78.04431768668312,8.477224606070696,0.4958870839213299,-14.026656665471442,0,0.0,0.011472070554369775,23.24643617238384
1118,250,0.007250275503505321,23.24643617238384,0.007250275503505321,6.6134414703117885,5.496,-77.0224050699398,8.562057015498183,0.4999839997439918,-14.014265842419906,0,0.0,0.01168074264024895,23.253686447887347
1119,250,-0.005406847077452426,23.253686447887347,0.005406847077452426,6.595050831384989,5.556,-78.15743583803507,8.538044046970683,0.4968541033341679,-14.06721307380041,0,0.0,0.01191929865642217,23.248279600809894
1120,250,-0.011190083247306859,23.248279600809894,0.011190083247306859,6.57248854369704,5.588,-78.61480237221352,8.389533753647582,0.4921950832749145,-14.068504361527113,0,0.0,0.01218507883389012,23.237089517562588
1121,250,-0.011310023703444472,23.237089517562588,0.011310023703444472,6.60621788686707,5.484,-76.66579593222899,8.526286173898665,0.499743934430424,-13.979904436949122,0,0.0,0.01242676840047764,23.225779493859143
1122,250,-0.00853622017075395,23.225779493859143,0.00853622017075395,6.581298587489908,5.528,-77.36194889103479,8.536399824974575,0.49921538437832624,-13.99456383701787,0,0.0,0.012681909216451724,23.21724327368839
1123,250,0.00038268971650978756,23.21724327368839,0.00038268971650978756,6.542841771835266,5.584,-78.173497728669,8.398116858018795,0.49289349762397966,-13.999551885506625,0,0.0,0.012949142038798841,23.2176259634049
1124,250,0.009008472705893666,23.2176259634049,0.009008472705893666,6.573934268482934,5.516,-77.00886845847235,8.482453261388052,0.49974393443042403,-13.960998632790492,0,0.0,0.013208557476102764,23.226634436110793
1125,250,0.02221340708456765,23.226634436110793,0.02221340708456765,6.567248985338602,5.54,-77.47400371836568,8.457130354549657,0.4983974317750845,-13.98447720548117,0,0.0,0.013495773933626313,23.24884784319536
1126,250,0.012137667308675049,23.24884784319536,0.012137667308675049,6.5922605914156955,5.544,-77.85613341444878,8.488292479413447,0.4980602373207482,-14.043314107945307,0,0.0,0.013823805642440195,23.260985510504035
1127,250,0.01025325335601579,23.260985510504035,0.01025325335601579,6.601178966939429,5.548,-78.05144924846904,8.480813251430122,0.49769066698100745,-14.068393880401773,0,0.0,0.014166261155503014,23.27123876386005
1128,250,0.01453928891717382,23.27123876386005,0.01453928891717382,6.62255694583917,5.516,-77.58331674527511,8.617139948169115,0.499743934430424,-14.065140816764888,0,0.0,0.014477847152836376,23.285778052777225
1129,250,0.003189852371011881,23.285778052777225,0.003189852371011881,6.62173464528623,5.548,-78.29700763396147,8.543451534825278,0.4976906669810074,-14.112654584347778,0,0.0,0.014846567101008899,23.288967905148237
1130,250,0.01487018944144225,23.288967905148237,0.01487018944144225,6.632649647254541,5.524,-77.88080113663901,8.60568491001371,0.4994236678412428,-14.098624391136678,0,0.0,0.015195607236019435,23.30383809458968
1131,250,0.0009692928297759806,23.30383809458968,0.0009692928297759806,6.637531662519694,5.556,-78.66363742417647,8.607494271469005,0.4968541033341679,-14.158322070586118,0,0.0,0.015573503798039763,23.304807387419455
1132,250,0.0015208803864616982,23.304807387419455,0.0015208803864616982,6.654277954478146,5.524,-78.12877025550577,8.624903459271232,0.4994236678412428,-14.143513804400031,0,0.0,0.01593987489673185,23.306328267805917
1133,250,-0.02168908003673664,23.306328267805917,0.02168908003673664,6.640193265696287,5.56,-78.78929287794215,8.588726508597016,0.4963869458396343,-14.170736129126286,0,0.0,0.01635355114977448,23.28463918776918
1134,250,-0.039819673833484615,23.28463918776918,0.039819673833484615,6.6312732073600404,5.528,-77.95488423494,8.580549820994113,0.4992153843783262,-14.101824210372648,0,0.0,0.01674114524509052,23.244819513935695
1135,250,-0.033202236067914725,23.244819513935695,0.033202236067914725,6.597546182883097,5.524,-77.46919022908406,8.520361459845306,0.49942366784124287,-14.024111192810292,0,0.0,0.017158307364338463,23.21161727786778
1136,250,-0.02297059034410509,23.21161727786778,0.02297059034410509,6.558650446652423,5.536,-77.28252476132467,8.485676027132369,0.4987023160162784,-13.959993634632346,0,0.0,0.01757515152320162,23.188646687523676
1137,250,-0.0224652532187406,23.188646687523676,0.0224652532187406,6.552539483573079,5.52,-76.84620406622106,8.453267650887069,0.49959983987187184,-13.921413780112514,0,0.0,0.01802907407654331,23.166181434304935
1138,250,-0.016715404825788482,23.166181434304935,0.016715404825788482,6.5222913767894015,5.528,-76.67086122767112,8.384565442851779,0.4992153843783262,-13.869547978956426,0,0.0,0.01849190103185491,23.149466029479147
1139,250,-0.011929697395729022,23.149466029479147,0.011929697395729022,6.492365944281285,5.568,-77.21159542907577,8.360185719215947,0.495354418573207,-13.867025041141481,0,0.0,0.019006135890487653,23.137536332083418
1140,250,-0.005833886376500175,23.137536332083418,0.005833886376500175,6.485182146080433,5.552,-76.77302103788698,8.38327186871229,0.49728864857344174,-13.827993702789442,0,0.0,0.019515556380399167,23.131702445706917
1141,250,-0.027912262318771752,23.131702445706917,0.027912262318771752,6.468795263892517,5.588,-77.37744571224701,8.253117727845595,0.4921950832749145,-13.84707332001557,0,0.0,0.020095499325614483,23.103790183388146
1142,250,-0.0035407867615226962,23.103790183388146,0.0035407867615226962,6.505274693208594,5.444,-74.60867166763302,8.303237341864504,0.4968541033341679,-13.704752326898058,0,0.0,0.02053815569273035,23.100249396626623
1143,250,0.003523158699092477,23.100249396626623,0.003523158699092477,6.4726920410449615,5.512,-75.73653774935961,8.417939727023635,0.4998559792580259,-13.740300752786576,0,0.0,0.02113883497710212,23.103772555325715
1144,250,0.005874564534639859,23.103772555325715,0.005874564534639859,6.440835696427479,5.588,-77.03963002662665,8.318183977777498,0.4921950832749145,-13.786619546640415,0,0.0,0.02180664303118151,23.109647119860355
1145,250,0.019389431467459417,23.109647119860355,0.019389431467459417,6.473032060473776,5.528,-76.09258450619988,8.365520886556448,0.49921538437832624,-13.764939310094043,0,0.0,0.022449910525879045,23.129036551327815
1146,250,0.021910531786787146,23.129036551327815,0.021910531786787146,6.479887868449657,5.552,-76.70456288878268,8.68352322378145,0.520860825941057,-13.815663344521372,0,0.0,0.12221335018361838,23.150947083114602
1147,250,0.03576419425900568,23.150947083114602,0.03576419425900568,6.505408604343238,5.536,-76.65089126902059,8.359290903717918,0.4987023160162784,-13.845897989346206,0,0.0,0.10933267871595735,23.186711277373607
1148,250,0.025018963762125424,23.186711277373607,0.025018963762125424,6.555261736912876,5.5,-76.43316751530917,8.519110435039785,0.5,-13.896939548238027,0,0.0,0.09783631968700336,23.211730241135733
1149,250,0.00994318851557452,23.211730241135733,0.00994318851557452,6.553667481853952,5.552,-77.58161138657314,8.456955104299029,0.49728864857344174,-13.973633174815047,0,0.0,0.08752314641584226,23.221673429651307
1150,250,0.007093028470695373,23.221673429651307,0.007093028470695373,6.5895505466566595,5.488,-76.5657320166436,8.43211689547642,0.49985597925802594,-13.951481781458382,0,0.0,0.07835166082312159,23.228766458122003
1151,250,-0.0020995918261270674,23.228766458122003,0.0020995918261270674,6.579010063385731,5.54,-77.60645770972864,8.459060435104146,0.49839743177508444,-14.008385868182067,0,0.0,0.07011871108156592,23.226666866295876
1152,250,0.00794956061561436,23.226666866295876,0.00794956061561436,6.565043040995439,5.556,-77.80444522488152,8.4500054475969,0.4968541033341679,-14.003679846090984,0,0.0,0.06271102870438384,23.23461642691149
1153,250,0.019069175839977248,23.23461642691149,0.019069175839977248,6.578675489803524,5.536,-77.5112795061655,8.521969496394197,0.4987023160162784,-14.001314939697524,0,0.0,0.05608286513169559,23.253685602751467
1154,250,0.013471976723149481,23.253685602751467,0.013471976723149481,6.615103093219836,5.504,-77.22039198638154,8.558916909963159,0.4999839997439918,-14.029867730083858,0,0.0,0.050120466053820936,23.267157579474617
1155,250,-0.002988252676523473,23.267157579474617,0.002988252676523473,6.61747772007334,5.524,-77.70468384677672,8.552262775633132,0.4994236678412428,-14.066742188047922,0,0.0,0.04476469864744983,23.264169326798093
1156,250,-0.020989881090464735,23.264169326798093,0.020989881090464735,6.636271595231454,5.488,-77.10539976843182,8.597999246475613,0.49985597925802594,-14.049817742061194,0,0.0,0.03994235277225927,23.24317944570763
1157,250,-0.013218155094303796,23.24317944570763,0.013218155094303796,6.5970550924475235,5.52,-77.36872430914917,8.493422107209586,0.49959983987187184,-14.016073244411082,0,0.0,0.03562623674592683,23.229961290613325
1158,250,-0.013521292451748934,23.229961290613325,0.013521292451748934,6.603017232361355,5.484,-76.6281738713884,8.482128028345384,0.49974393443042403,-13.973044104921298,0,0.0,0.03176947530077771,23.216439998161576
1159,250,-0.015123765535843603,23.216439998161576,0.015123765535843603,6.56349542592552,5.536,-77.33938026144443,8.477264689406077,0.49870231601627835,-13.970263775549933,0,0.0,0.028275720371603134,23.201316232625732
1160,250,-0.011345759597727323,23.201316232625732,0.011345759597727323,6.566501150345897,5.512,-76.83349482714492,8.468926219004715,0.49985597925802594,-13.939313285040809,0,0.0,0.025117181389636617,23.189970473028005
1161,250,-0.0017095823985151526,23.189970473028005,0.0017095823985151526,6.558307158669292,5.496,-76.3769865130291,8.418272830566954,0.4999839997439918,-13.896831607174144,0,0.0,0.022253715334822406,23.18826089062949
1162,250,0.015878030913015095,23.18826089062949,0.015878030913015095,6.545601327191691,5.52,-76.76608962572881,8.436452453387897,0.49959983987187184,-13.906900294516092,0,0.0,0.019722411231925262,23.204138921542505
1163,250,0.01644148454551697,23.204138921542505,0.01644148454551697,6.565664338466886,5.508,-76.73570395340872,8.456788633907504,0.49993599590347565,-13.931681908752491,0,0.0,0.01742176374580086,23.220580406088022
1164,250,0.020892782690729916,23.220580406088022,0.020892782690729916,6.552492647387043,5.564,-77.83853189344282,8.399124570206737,0.4958870839213299,-13.989671440230557,0,0.0,0.015346560359170602,23.241473188778752
1165,250,0.026342153253079204,23.241473188778752,0.026342153253079204,6.576031726336673,5.556,-77.93671028728947,8.485280478649269,0.4968541033341679,-14.027485652859877,0,0.0,0.013489132145248606,23.26781534203183
1166,250,0.010214029482401799,23.26781534203183,0.010214029482401799,6.606304870304998,5.552,-78.20414703369858,8.536618644841756,0.49728864857344174,-14.085761353331874,0,0.0,0.011808199086778154,23.278029371514233
1167,250,0.014182909515024988,23.278029371514233,0.014182909515024988,6.625752353835832,5.524,-77.79544042442512,8.57097007973947,0.4994236678412428,-14.083171691604834,0,0.0,0.01029893989784202,23.292212281029258
1168,250,-0.0011537078803058876,23.292212281029258,0.0011537078803058876,6.656187390153794,5.492,-77.4302300063063,8.581476318399755,0.49993599590347565,-14.098730882430136,0,0.0,0.00894326486557385,23.291058573148952
1169,250,0.000276829545786228,23.291058573148952,0.000276829545786228,6.645212459994934,5.504,-77.57413796902279,8.626618526420417,0.4999839997439918,-14.094138439139316,0,0.0,0.0077422840050441035,23.291335402694738
1170,250,0.004683922090634951,23.291335402694738,0.004683922090634951,6.645521863597731,5.508,-77.66752253061594,8.57456588282247,0.49993599590347565,-14.100857394810447,0,0.0,0.006668590461519527,23.296019324785373
1171,250,0.0012389558756495944,23.296019324785373,0.0012389558756495944,6.623214696840871,5.564,-78.67663751537317,8.518819287191672,0.4958870839213299,-14.140301494495539,0,0.0,0.00570280011713456,23.297258280661023
1172,250,-0.015593915787771806,23.297258280661023,0.015593915787771806,6.651998308806488,5.512,-77.83510193339937,8.569352827309551,0.4998559792580259,-14.121027201269843,0,0.0,0.0048564926399315995,23.28166436487325
1173,250,-0.017207047186513336,23.28166436487325,0.017207047186513336,6.643468995577049,5.496,-77.371930658091,8.618972260611022,0.4999839997439918,-14.077862201253822,0,0.0,0.004122173751737878,23.264457317686738
1174,250,-0.028369495347238427,23.264457317686738,0.028369495347238427,6.613366855241823,5.532,-77.83701226712734,8.514916628340417,0.49897494927100305,-14.070320366436613,0,0.0,0.003488619122970955,23.2360878223395
1175,250,-0.026388851365904742,23.2360878223395,0.026388851365904742,6.575939309882973,5.552,-77.84376647813232,8.535177804342343,0.49728864857344174,-14.020851310902799,0,0.0,0.0029726934455773604,23.209698970973594
1176,250,-0.020801215573115428,23.209698970973594,0.020801215573115428,6.539552939070661,5.576,-77.95497783545416,8.4311341876221,0.49419024676737605,-13.980447961882023,0,0.0,0.0025965372736799753,23.18889775540048
1177,250,-0.026512734513772784,23.18889775540048,0.026512734513772784,6.559157911429996,5.5,-76.47818103933311,8.44988572595535,0.5,-13.905123825333293,0,0.0,0.002322450855824244,23.162385020886706
1178,250,-0.03722397383850762,23.162385020886706,0.03722397383850762,6.505252452670382,5.568,-77.366928480403,8.361719969141193,0.495354418573207,-13.89492250007238,0,0.0,0.0021667012370353827,23.1251610470482
1179,250,-0.016183330820954467,23.1251610470482,0.016183330820954467,6.461532092993065,5.576,-77.02401323762352,8.294485664794681,0.49419024676737605,-13.813488744193606,0,0.0,0.002149805554440291,23.108977716227244
1180,250,-0.014216216919379576,23.108977716227244,0.014216216919379576,6.445259040846085,5.588,-77.09337717685148,8.240239826869283,0.4921950832749145,-13.796237862715008,0,0.0,0.0022107363983810834,23.094761499307864
1181,250,-0.009406155846495068,23.094761499307864,0.009406155846495068,6.442331486252756,5.572,-76.7044171771543,8.288522885186435,0.494788843851597,-13.76604759101836,0,0.0,0.002334639670072462,23.08535534346137
1182,250,-0.007130056624163217,23.08535534346137,0.007130056624163217,6.447295844506652,5.544,-76.13818508754045,8.336888350248975,0.4980602373207481,-13.733438868603978,0,0.0,0.0024995195345892626,23.078225286837206
1183,250,0.0024833563302273376,23.078225286837206,0.0024833563302273376,6.427985199120064,5.568,-76.44753273468253,8.239317853240522,0.495354418573207,-13.729801137694418,0,0.0,0.002670879468792251,23.080708643167434
1184,250,0.008547891613165604,23.080708643167434,0.008547891613165604,6.429215669947125,5.568,-76.45875535126056,8.339053770239374,0.495354418573207,-13.731816693832716,0,0.0,0.002856158372645284,23.0892565347806
1185,250,0.017813464814601332,23.0892565347806,0.017813464814601332,6.480388943673377,5.472,-74.93998301419242,8.348337180925585,0.4992153843783262,-13.695172334464992,0,0.0,0.00303760371500297,23.1070699995952
1186,250,0.011690968854779271,23.1070699995952,0.011690968854779271,6.486555405209601,5.508,-75.8072179509066,8.412866229438203,0.49993599590347565,-13.76311146530621,0,0.0,0.0032160323062439223,23.11876096844998
1187,250,0.015673428938441702,23.11876096844998,0.015673428938441702,6.488612742030972,5.516,-76.00585817749842,8.39677106781088,0.49974393443042403,-13.77916210614547,0,0.0,0.0033849026157161447,23.13443439738842
1188,250,0.02296047920756905,23.13443439738842,0.02296047920756905,6.505382037902226,5.508,-76.03046513581303,8.431769732894765,0.49993599590347565,-13.803642907736572,0,0.0,0.003550180706503144,23.15739487659599
1189,250,0.026162972307712806,23.15739487659599,0.026162972307712806,6.512579830970432,5.532,-76.64997211857548,8.44504445978696,0.49897494927100305,-13.855743333075832,0,0.0,0.0037172040383200862,23.183557848903703
1190,250,0.01981010662431615,23.183557848903703,0.01981010662431615,6.537341127370925,5.536,-77.02954269824436,8.44424049971826,0.4987023160162784,-13.914296007630842,0,0.0,0.003880480339254568,23.20336795552802
1191,250,0.028635128154324008,23.20336795552802,0.028635128154324008,6.577522056115384,5.488,-76.4228968351473,8.481069327198119,0.49985597925802594,-13.925454962672614,0,0.0,0.004026769290618895,23.232003083682343
1192,250,0.03473819618577778,23.232003083682343,0.03473819618577778,6.580756116341723,5.532,-77.45092713056,8.472800800674543,0.49897494927100305,-14.000529126999279,0,0.0,0.004173488075674551,23.26674127986812
1193,250,0.03537087349133472,23.26674127986812,0.03537087349133472,6.609709644008786,5.536,-77.87767337055242,8.528894634942683,0.49870231601627835,-14.067498802484177,0,0.0,0.004312788618067965,23.302112153359456
1194,250,0.0316754168114457,23.302112153359456,0.0316754168114457,6.6352270340106605,5.56,-78.72484160294253,8.545296730418658,0.49638694583963433,-14.159144173191102,0,0.0,0.004458761482947761,23.3337875701709
1195,250,0.003900676906962275,23.3337875701709,0.003900676906962275,6.675462275004221,5.532,-78.5709835712343,8.598992248070061,0.49897494927100305,-14.202997753296147,0,0.0,0.0045916926872031786,23.337688247077864
1196,250,0.012858690264092587,23.337688247077864,0.012858690264092587,6.684733148833891,5.512,-78.21424960614593,8.618602773457805,0.49985597925802594,-14.189813063524296,0,0.0,0.004718333730629181,23.350546937341957
1197,250,0.005404931082001241,23.350546937341957,0.005404931082001241,6.66705590357746,5.572,-79.3818745956397,8.539286018776181,0.494788843851597,-14.24656758715716,0,0.0,0.004854952363378185,23.355951868423958
1198,250,-0.0024878841707440813,23.355951868423958,0.0024878841707440813,6.702914801403605,5.508,-78.34133972535396,8.631112586810058,0.49993599590347565,-14.223191671269783,0,0.0,0.004968382522477357,23.353463984253214
1199,250,-0.010486730159545488,23.353463984253214,0.010486730159545488,6.7047510584344705,5.5,-78.17929321229411,8.703501700442416,0.5,-14.21441694768984,0,0.0,0.005080313982803144,23.342977254093668
1200,250,-0.013949749932145039,23.342977254093668,0.013949749932145039,6.7039175441452565,5.488,-77.89317664245874,8.661980062398754,0.4998559792580259,-14.19336309082703,0,0.0,0.0051826881451314906,23.329027504161523
1201,250,-0.018912409923075302,23.329027504161523,0.018912409923075302,6.6593513462246205,5.552,-78.83276325192509,8.580939606679022,0.49728864857344174,-14.198984735577286,0,0.0,0.00529291216591059,23.310115094238448
1202,250,-0.020596799305469204,23.310115094238448,0.020596799305469204,6.672441234852804,5.5,-77.79901170405489,8.648333803233015,0.5,-14.145274855282707,0,0.0,0.005384844144646805,23.28951829493298
1203,250,-0.03957724877975721,23.28951829493298,0.03957724877975721,6.6559060315406535,5.496,-77.51593097038253,8.577094900154826,0.4999839997439918,-14.104063131437869,0,0.0,0.005477341270103116,23.24994104615322
1204,250,-0.015854542812473227,23.24994104615322,0.015854542812473227,6.57108618061346,5.584,-78.50928120650524,8.400478179373856,0.49289349762397966,-14.059685029818274,0,0.0,0.005585466391026219,23.234086503340748
1205,250,-0.012612758944342772,23.234086503340748,0.012612758944342772,6.558083788608172,5.584,-78.35388130798349,8.38809668720831,0.49289349762397966,-14.031855535097328,0,0.0,0.0056895333565910415,23.221473744396405
1206,250,0.0012854702762332693,23.221473744396405,0.0012854702762332693,6.563272412623014,5.548,-77.60400732316211,8.446832860434284,0.4976906669810074,-13.987744650894395,0,0.0,0.005785329332464281,23.22275921467264
1207,250,0.006232854481911687,23.22275921467264,0.006232854481911687,6.570761034655548,5.532,-77.3352433453697,8.484918304479153,0.49897494927100305,-13.97961737985714,0,0.0,0.0058719055825025455,23.22899206915455
1208,250,0.012208093764986216,23.22899206915455,0.012208093764986216,6.588692318906999,5.508,-77.00488514584904,8.519774583881846,0.49993599590347565,-13.980552858723502,0,0.0,0.005964176401913408,23.241200162919537
1209,250,0.00369599854633762,23.241200162919537,0.00369599854633762,6.586178243089421,5.548,-77.87558541003877,8.507706539863182,0.49769066698100745,-14.036695279386944,0,0.0,0.00605824608477321,23.244896161465874
1210,250,0.002967687634907179,23.244896161465874,0.002967687634907179,6.59872559022749,5.52,-77.3899621118285,8.476786450357633,0.49959983987187184,-14.019920672432699,0,0.0,0.00615809178099717,23.24786384910078
1211,250,0.005892418400204491,23.24786384910078,0.005892418400204491,6.595079886737179,5.528,-77.52776637365983,8.492978512166973,0.4992153843783262,-14.024559763686655,0,0.0,0.006258606870508233,23.253756267500986
1212,250,0.00288184402289815,23.253756267500986,0.00288184402289815,6.616257056745874,5.5,-77.14567127323863,8.496568914067268,0.5,-14.026485686043388,0,0.0,0.006347571033563619,23.256638111523884
1213,250,-0.0022011658565617154,23.256638111523884,0.0022011658565617154,6.619433935271491,5.508,-77.35952331067065,8.575203575869592,0.49993599590347565,-14.04493887267078,0,0.0,0.006433987389913202,23.254436945667322
1214,250,-0.011190524316109673,23.254436945667322,0.011190524316109673,6.583481358743711,5.572,-78.3894324064026,8.473080666699119,0.49478884385159694,-14.068455205743467,0,0.0,0.006539739034485615,23.243246421351213
1215,250,0.004311122337416151,23.243246421351213,0.004311122337416151,6.6059314394101625,5.5,-77.02403893739506,8.501437458866127,0.5,-14.00437071589001,0,0.0,0.006628379093141467,23.24755754368863
1216,250,-0.006754199236794989,23.24755754368863,0.006754199236794989,6.60850648111387,5.508,-77.23512639070769,8.503818513868309,0.49993599590347565,-14.022354101435674,0,0.0,0.006725293375522775,23.240803344451834
1217,250,-0.04402509379318431,23.240803344451834,0.04402509379318431,6.585645099373073,5.556,-78.05213195249148,8.6648931928876,0.5048405688927942,-14.048259890657212,0,0.0,0.11627136811117697,23.19677825065865
1218,250,-0.03275081137877578,23.19677825065865,0.03275081137877578,6.553263362748639,5.524,-76.94661340869617,8.462603256475534,0.49942366784124287,-13.929510030538768,0,0.0,0.10480971993744623,23.164027439279874
1219,250,-0.024872830748833508,23.164027439279874,0.024872830748833508,6.497329844390686,5.58,-77.53609701690533,8.35281321492328,0.4935585071701227,-13.895357888334287,0,0.0,0.09449010177213985,23.13915460853104
1220,250,-0.017956005274427866,23.13915460853104,0.017956005274427866,6.4860620960040585,5.568,-77.13314044264364,8.33572045849575,0.495354418573207,-13.852934705934558,0,0.0,0.08518966399056785,23.121198603256612
1221,250,-0.011977938097242458,23.121198603256612,0.011977938097242458,6.483088384262991,5.536,-76.38566775634004,8.342321094452753,0.4987023160162784,-13.797989117835991,0,0.0,0.07679006440788563,23.10922066515937
1222,250,-0.0316092216844055,23.10922066515937,0.0316092216844055,6.47792442314752,5.532,-76.23809991711282,8.430616739463412,0.498974949271003,-13.781290657467972,0,0.0,0.06922498700894161,23.077611443474964
