epsilon,J,primal
0.51,3,0.69315
0.515,3,0.69315
0.52,3,0.69315
0.525,3,0.69315
0.53,3,0.69315
0.535,3,0.69315
0.54,3,0.69315
0.545,3,0.69315
0.55,3,0.69315
0.555,3,0.69315
0.56,3,0.69315
0.565,3,0.69315
0.57,3,0.69315
0.575,3,0.69315
0.58,3,0.69315
0.585,3,0.69315
0.59,3,0.69315
0.595,3,0.69315
0.6,3,0.69315
0.605,3,0.69315
0.61,3,0.69315
0.615,3,0.69315
0.62,3,0.69315
0.625,3,0.69315
0.63,3,0.69315
0.635,3,0.69315
0.64,3,0.69315
0.645,3,0.69315
0.65,3,0.69315
0.655,3,0.69315
0.66,3,0.69315
0.665,3,0.69315
0.67,3,0.69315
0.675,3,0.69315
0.68,3,0.69315
0.685,3,0.69315
0.69,3,0.69315
0.695,3,0.69315
0.7,3,0.69315
0.705,3,0.69315
0.71,3,0.69315
0.715,3,0.69315
0.72,3,0.69315
0.725,3,0.69315
0.73,3,0.69315
0.735,3,0.69315
0.74,3,0.69315
0.745,3,0.69315
0.75,3,0.69315
0.755,3,0.69315
0.76,3,0.69315
0.765,3,0.69315
0.77,3,0.69315
0.775,3,0.69315
0.78,3,0.69315
0.785,3,0.69315
0.79,3,0.69315
0.795,3,0.69315
0.8,3,0.69315
0.805,3,0.69315
0.81,3,0.69315
0.815,3,0.69315
0.82,3,0.69315
0.825,3,0.69315
0.83,3,0.69315
0.835,3,0.69315
0.84,3,0.69315
0.845,3,0.69315
0.85,3,0.69315
0.855,3,0.69315
0.86,3,0.69315
0.865,3,0.69315
0.87,3,0.69315
0.875,3,0.69315
0.88,3,0.69315
0.885,3,0.69315
0.89,3,0.69315
0.895,3,0.69315
0.9,3,0.69315
0.905,3,0.69315
0.91,3,0.69315
0.915,3,0.69315
0.92,3,0.69315
0.925,3,0.69315
0.93,3,0.69315
0.935,3,0.69315
0.94,3,0.69315
0.945,3,0.69315
0.95,3,0.69315
0.955,3,0.69315
0.96,3,0.69315
0.965,3,0.69315
0.97,3,0.69315
0.975,3,0.69315
0.98,3,0.69315
0.985,3,0.69315
0.99,3,0.69315
0.995,3,0.69315
1,3,0.69315
1.005,3,0.69315
1.01,3,0.69315
1.015,3,0.69315
1.02,3,0.69315
1.025,3,0.69315
1.03,3,0.69315
1.035,3,0.69315
1.04,3,0.69315
1.045,3,0.69315
1.05,3,0.69315
1.055,3,0.69315
1.06,3,0.69315
1.065,3,0.69315
1.07,3,0.69315
1.075,3,0.69315
1.08,3,0.69315
1.085,3,0.69315
1.09,3,0.69315
1.095,3,0.69315
1.1,3,0.69315
1.105,3,0.69315
1.11,3,0.69315
1.115,3,0.69315
1.12,3,0.69315
1.125,3,0.69315
1.13,3,0.69315
1.135,3,0.69315
1.14,3,0.69315
1.145,3,0.69315
1.15,3,0.69315
1.155,3,0.69315
1.16,3,0.69315
1.165,3,0.69315
1.17,3,0.69315
1.175,3,0.69315
1.18,3,0.69315
1.185,3,0.69315
1.19,3,0.69315
1.195,3,0.69315
1.2,3,0.69315
1.205,3,0.69315
1.21,3,0.69315
1.215,3,0.69315
1.22,3,0.69315
1.225,3,0.69315
1.23,3,0.69315
1.235,3,0.69315
1.24,3,0.69315
1.245,3,0.69315
1.25,3,0.69315
1.255,3,0.69315
1.26,3,0.69315
1.265,3,0.69315
1.27,3,0.69315
1.275,3,0.69315
1.28,3,0.69315
1.285,3,0.69315
1.29,3,0.69315
1.295,3,0.69315
1.3,3,0.69315
1.305,3,0.69315
1.31,3,0.69315
1.315,3,0.69315
1.32,3,0.69315
1.325,3,0.69315
1.33,3,0.69315
1.335,3,0.69315
1.34,3,0.69315
1.345,3,0.69315
1.35,3,0.69315
1.355,3,0.69315
1.36,3,0.69315
1.365,3,0.69315
1.37,3,0.69315
1.375,3,0.69315
1.38,3,0.69315
1.385,3,0.69315
1.39,3,0.69315
1.395,3,0.69315
1.4,3,0.69315
1.405,3,0.69315
1.41,3,0.69315
1.415,3,0.69315
1.42,3,0.69315
1.425,3,0.69315
1.43,3,0.69315
1.435,3,0.69315
1.44,3,0.69315
1.445,3,0.69315
1.45,3,0.69315
1.455,3,0.69315
1.46,3,0.69315
1.465,3,0.69315
1.47,3,0.69315
1.475,3,0.69315
1.48,3,0.69315
1.485,3,0.69315
1.49,3,0.69315
1.495,3,0.69315
1.5,3,0.69315
1.505,3,0.69315
1.51,3,0.69315
1.515,3,0.69315
1.52,3,0.69315
1.525,3,0.69315
1.53,3,0.69315
1.535,3,0.69315
1.54,3,0.69315
1.545,3,0.69315
1.55,3,0.69315
1.555,3,0.69315
1.56,3,0.69315
1.565,3,0.69315
1.57,3,0.69315
1.575,3,0.69315
1.58,3,0.69315
1.585,3,0.69315
1.59,3,0.69315
1.595,3,0.69315
1.6,3,0.69315
1.605,3,0.69315
1.61,3,0.69315
1.615,3,0.69315
1.62,3,0.69315
1.625,3,0.69315
1.63,3,0.69315
1.635,3,0.69315
1.64,3,0.69315
1.645,3,0.69315
1.65,3,0.69315
1.655,3,0.69315
1.66,3,0.69315
1.665,3,0.69315
1.67,3,0.69315
1.675,3,0.69315
1.68,3,0.69315
1.685,3,0.69315
1.69,3,0.69315
1.695,3,0.69315
1.7,3,0.69315
1.705,3,0.69315
1.71,3,0.69315
1.715,3,0.69315
1.72,3,0.69315
1.725,3,0.69315
1.73,3,0.69315
1.735,3,0.69315
1.74,3,0.69315
1.745,3,0.69315
1.75,3,0.69315
1.755,3,0.69315
1.76,3,0.69315
1.765,3,0.69315
1.77,3,0.69315
1.775,3,0.69315
1.78,3,0.69315
1.785,3,0.69315
1.79,3,0.69315
1.795,3,0.69315
1.8,3,0.69315
1.805,3,0.69315
1.81,3,0.69315
1.815,3,0.69315
1.82,3,0.69315
1.825,3,0.69315
1.83,3,0.69315
1.835,3,0.69315
1.84,3,0.69315
1.845,3,0.69315
1.85,3,0.69315
1.855,3,0.69315
1.86,3,0.69315
1.865,3,0.69315
1.87,3,0.69315
1.875,3,0.69315
1.88,3,0.69315
1.885,3,0.69315
1.89,3,0.69315
1.895,3,0.69315
1.9,3,0.69315
1.905,3,0.69315
1.91,3,0.69315
1.915,3,0.69315
1.92,3,0.69315
1.925,3,0.69315
1.93,3,0.69315
1.935,3,0.69315
1.94,3,0.69315
1.945,3,0.69315
1.95,3,0.69315
1.955,3,0.69315
1.96,3,0.69315
1.965,3,0.69315
1.97,3,0.69315
1.975,3,0.69315
1.98,3,0.69315
1.985,3,0.69315
1.99,3,0.69315
1.995,3,0.69315
2,3,0.69315
