RewardStd,DualReg,TimestepsStd,ITERATIONS,RewardMean,Traj,WeightMin,Primal,WeightMedian,WeightMean,DualBefore,NormDeltaVar,ReturnsStd,TimestepsMean,OmegaBefore,Eta,WeightMax,ConfortViolation,ReturnsMean,Wins,DualAfter,Epsilon,Omega,DeltaOmega,NormDeltaOmega,LossReg
3.2062079533305385,0.0,0.0,10,2.7916,20,0.7534538695157527,3.102772144955456,0.7973432722021435,0.7534538695157527,8.033175484455192,0.39046044130437974,62.93046771884839,500.0,[[0.424493]],35.32476902379875,1.0,0,1389.578947368421,0.0,3.1027721424542083,0.0045001,[[0.43118363]],[[0.00669063]],0.006690625248802928,0.0
3.1821818866934684,0.0,0.0,11,2.7938,20,0.7519183145295606,3.1026942137935483,0.7960430050260343,0.7519183145295606,8.013936032667981,0.18594329163920786,86.77707293871829,500.0,[[0.43118363]],35.0720186964676,1.0,0,1394.9473684210527,0.0,3.102694210468206,0.0045001,[[0.43437882]],[[0.00319519]],0.003195192126538904,0.0
3.1737635450675907,0.0,0.0,12,2.7864,20,0.7514266651411111,3.094533760140344,0.7956265771815506,0.7514266651411111,8.011722181649565,0.12712071228155475,68.96175020755891,500.0,[[0.43437882]],34.991748694529775,1.0,0,1395.4736842105262,0.0,3.094533756536653,0.0045001,[[0.43656639]],[[0.00218757]],0.002187573003386567,0.0
3.1726402821624764,0.0,0.0,13,2.7942,20,0.7512966563013861,3.102184692387215,0.7955164503705361,0.7512966563013861,8.004742085466004,0.07985474207285126,71.13188562349919,500.0,[[0.43656639]],34.97057521296096,1.0,0,1404.2105263157894,0.0,3.102184688691393,0.0045001,[[0.43519195]],[[-0.00137444]],0.0013744436097133939,0.0
3.1625810661546683,0.0,0.0,14,2.791,20,0.7506815763488303,3.0980580427389564,0.7949953818539757,0.7506815763488303,8.000888989347956,0.12320389214638094,86.74092989856396,500.0,[[0.43519195]],34.87069915692872,1.0,0,1396.1052631578948,0.0,3.0980580386657666,0.0045001,[[0.43731303]],[[0.00212108]],0.002121083958354253,0.0
3.1902491187993456,0.0,0.0,15,2.8084,20,0.7522936500916368,3.117952682778931,0.7963608782115109,0.7522936500916368,8.002972309613297,0.48517615185327534,61.51584711262115,500.0,[[0.43731303]],35.133511316962135,1.0,0,1410.1052631578948,0.0,3.117952679641056,0.0045001,[[0.42897476]],[[-0.00833827]],0.008338266491437984,0.0
3.246156890848007,0.0,0.0,16,2.8612,20,0.7557730150935604,3.1760124639492076,0.7993060590158604,0.7557730150935604,8.071703385463014,0.33805816209731177,41.87436690719176,500.0,[[0.42897476]],35.71247554197343,1.0,0,1432.1052631578948,0.0,3.176012462406863,0.0045001,[[0.42318846]],[[-0.0057863]],0.005786304189989766,0.0
3.2714712286676155,0.0,0.0,17,2.874,20,0.7573156763634433,3.1911930287993218,0.8006110085099108,0.7573156763634433,8.095875212888645,0.21555647167136183,81.07149472914465,500.0,[[0.42318846]],35.97444483826126,1.0,0,1432.2105263157894,0.0,3.191193027744335,0.0045001,[[0.41951013]],[[-0.00367833]],0.0036783283957620982,0.0
3.304448976758455,0.0,0.0,18,2.9264,20,0.7591369230856014,3.2465684493720772,0.8021509315835881,0.7591369230856014,8.118149147625546,0.48883847005834724,83.03935588646375,500.0,[[0.41951013]],36.288009705698116,1.0,0,1471.7894736842106,0.0,3.2465684485745623,0.0045001,[[0.41120315]],[[-0.00830698]],0.008306979817748805,0.0
3.320128937255299,0.0,0.0,19,2.9372,20,0.7600644588972144,3.258839598985328,0.802934909103462,0.7600644588972144,8.13400512316258,0.12971036055807872,99.78625355674981,500.0,[[0.41120315]],36.44952005354486,1.0,0,1464.421052631579,0.0,3.2588395985072607,0.0045001,[[0.4090089]],[[-0.00219425]],0.0021942504406317065,0.0
