ReturnsStd,RewardMean,LossReg,Epsilon,NormDeltaVar,Omega,WeightMean,Primal,OmegaBefore,ReturnsMean,Eta,DeltaOmega,WeightMedian,DualAfter,ConfortViolation,TimestepsMean,WeightMax,DualReg,DualBefore,RewardStd,ITERATIONS,TimestepsStd,Traj,NormDeltaOmega,WeightMin,Wins
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,10,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,11,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,12,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,13,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,14,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,15,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,16,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,17,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,18,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,19,0.0,100,0.0,0.0,0.0
