DualAfter,ReturnsStd,Eta,NormDeltaOmega,Wins,LossReg,Primal,DeltaOmega,NormDeltaVar,ConfortViolation,ReturnsMean,TimestepsStd,ITERATIONS,WeightMedian,WeightMax,DualBefore,RewardMean,TimestepsMean,Epsilon,WeightMin,DualReg,OmegaBefore,WeightMean,Traj,Omega,RewardStd
7.777016505938224,72.60965798297673,1.4524796778513362,0.0020603546958425367,0.0,0.0,7.777019648074817,[[0.00206035]],3.1012286812923833,0,1482.2828282828282,0.0,10,0.004054928080559759,1.0,7.815977971100958,2.964,500.0,1.2201,0.001023243382805838,0.0,[[0.98935014]],0.001023243382805838,100,[[0.9914105]],2.9748788210614556
7.7436412151347165,76.54850158286696,1.4884452965297246,0.001395428712625879,0.0,0.0,7.743641408092065,[[-0.00139543]],2.1706393061990923,0,1464.060606060606,0.0,11,0.004632143073533743,1.0,7.791575900937134,2.93104,500.0,1.2201,0.001208446578134198,0.0,[[0.9914105]],0.001208446578134198,100,[[0.99001507]],2.9503160031427145
7.758387567014828,83.04795703100572,1.4735491297896661,0.0005130805317479226,0.0,0.0,7.758387694281769,[[0.00051308]],0.7610125564515187,0,1473.919191919192,0.0,12,0.0043871780688126616,1.0,7.8025789796233145,2.94736,500.0,1.2201,0.0011290978427301124,0.0,[[0.99001507]],0.0011290978427301124,100,[[0.99052815]],2.959315635480609
7.777810435182834,78.70032949788201,1.4496033130349515,0.0009627974073854739,0.0,0.0,7.7778134375860475,[[0.0009628]],1.5452163519187536,0,1482.4444444444443,0.0,13,0.004010853634430405,1.0,7.815994464298,2.96572,500.0,1.2201,0.0010093598308991098,0.0,[[0.99052815]],0.0010093598308991098,100,[[0.99149095]],2.9756251245074536
7.779990267599586,80.31034589636681,1.4483248016961523,0.00012255538100724994,0.0,0.0,7.779993183571626,[[0.00012256]],0.20901809180597297,0,1483.6161616161617,0.0,14,0.0039913615268293515,1.0,7.81788456981498,2.96564,500.0,1.2201,0.0010032319009819796,0.0,[[0.99149095]],0.0010032319009819796,100,[[0.9916135]],2.9785263790001926
7.739110615092852,82.45186702854093,1.4956365996061984,0.0017420817451855308,0.0,0.0,7.739110842964872,[[-0.00174208]],2.721377333625611,0,1460.8484848484848,0.0,15,0.004753410552103487,1.0,7.789044711046557,2.92264,500.0,1.2201,0.0012481209052555215,0.0,[[0.9916135]],0.0012481209052555215,100,[[0.98987142]],2.9490227924517645
7.775819816457361,75.99470497452359,1.4517761580013426,0.001492460689024977,0.0,0.0,7.775822941105002,[[0.00149246]],2.2987769434801777,0,1482.3434343434344,0.0,16,0.004044119707505253,1.0,7.814536219048139,2.96472,500.0,1.2201,0.0010198352123578856,0.0,[[0.98987142]],0.0010198352123578856,100,[[0.99136388]],2.9733811261928738
7.745247082332592,80.40268005549387,1.4896909995689018,0.0011304045709847887,0.0,0.0,7.745247276485758,[[-0.0011304]],1.7735453122727023,0,1462.7070707070707,0.0,17,0.004653008810318414,1.0,7.793444675462551,2.926,500.0,1.2201,0.0012152547956595268,0.0,[[0.99136388]],0.0012152547956595268,100,[[0.99023348]],2.955449881151768
7.754583164017712,82.2900769820844,1.4805614785138714,0.00024265906683795802,0.0,0.0,7.754583317727895,[[0.00024266]],0.36292705182528096,0,1468.5858585858587,0.0,18,0.004501450978166426,1.0,7.800562836689799,2.93792,500.0,1.2201,0.0011659788056026005,0.0,[[0.99023348]],0.0011659788056026005,100,[[0.99047613]],2.9597273647415565
7.732399429344355,79.22125307054631,1.5029181025445617,0.0008581528291393692,0.0,0.0,7.732399697458101,[[-0.00085815]],1.2448753685243332,0,1458.5252525252524,0.0,19,0.004878204764648387,1.0,7.78435469999326,2.91468,500.0,1.2201,0.0012892140580318006,0.0,[[0.99047613]],0.0012892140580318006,100,[[0.98961798]],2.9450841240276993
