ConfortViolation,ReturnsStd,WeightMax,Wins,DeltaOmega,RewardStd,DualAfter,ReturnsMean,TimestepsStd,WeightMin,WeightMedian,ITERATIONS,DualBefore,NormDeltaVar,RewardMean,WeightMean,Eta,Epsilon,Omega,DualReg,LossReg,NormDeltaOmega,OmegaBefore,TimestepsMean,Traj,Primal
0,0.0,1.0,0.0,[[0.]],0.4467661580737735,10.003601953635648,4990.0,0.0,0.0,1.0,10,11.378098088311146,0.0,9.98,0.0,0.0026137137145751713,1.3801,[[2.6261861e-09]],0.0,0.0,0.0,[[2.6261861e-09]],500.0,100,9.999999999997792
0,0.0,1.0,0.0,[[0.]],0.4467661580737735,10.003601953635648,4990.0,0.0,0.0,1.0,11,11.378098088311146,0.0,9.98,0.0,0.0026137137145751713,1.3801,[[2.6261861e-09]],0.0,0.0,0.0,[[2.6261861e-09]],500.0,100,9.999999999997792
0,0.0,1.0,0.0,[[0.]],0.4467661580737735,10.003601953635648,4990.0,0.0,0.0,1.0,12,11.378098088311146,0.0,9.98,0.0,0.0026137137145751713,1.3801,[[2.6261861e-09]],0.0,0.0,0.0,[[2.6261861e-09]],500.0,100,9.999999999997792
0,0.0,1.0,0.0,[[0.]],0.4467661580737735,10.003601953635648,4990.0,0.0,0.0,1.0,13,11.378098088311146,0.0,9.98,0.0,0.0026137137145751713,1.3801,[[2.6261861e-09]],0.0,0.0,0.0,[[2.6261861e-09]],500.0,100,9.999999999997792
0,0.0,1.0,0.0,[[0.]],0.4467661580737735,10.003601953635648,4990.0,0.0,0.0,1.0,14,11.378098088311146,0.0,9.98,0.0,0.0026137137145751713,1.3801,[[2.6261861e-09]],0.0,0.0,0.0,[[2.6261861e-09]],500.0,100,9.999999999997792
0,0.0,1.0,0.0,[[0.]],0.4467661580737735,10.003601953635648,4990.0,0.0,0.0,1.0,15,11.378098088311146,0.0,9.98,0.0,0.0026137137145751713,1.3801,[[2.6261861e-09]],0.0,0.0,0.0,[[2.6261861e-09]],500.0,100,9.999999999997792
0,0.0,1.0,0.0,[[0.]],0.4467661580737735,10.003601953635648,4990.0,0.0,0.0,1.0,16,11.378098088311146,0.0,9.98,0.0,0.0026137137145751713,1.3801,[[2.6261861e-09]],0.0,0.0,0.0,[[2.6261861e-09]],500.0,100,9.999999999997792
0,0.0,1.0,0.0,[[0.]],0.4467661580737735,10.003601953635648,4990.0,0.0,0.0,1.0,17,11.378098088311146,0.0,9.98,0.0,0.0026137137145751713,1.3801,[[2.6261861e-09]],0.0,0.0,0.0,[[2.6261861e-09]],500.0,100,9.999999999997792
0,0.0,1.0,0.0,[[0.]],0.4467661580737735,10.003601953635648,4990.0,0.0,0.0,1.0,18,11.378098088311146,0.0,9.98,0.0,0.0026137137145751713,1.3801,[[2.6261861e-09]],0.0,0.0,0.0,[[2.6261861e-09]],500.0,100,9.999999999997792
0,0.0,1.0,0.0,[[0.]],0.4467661580737735,10.003601953635648,4990.0,0.0,0.0,1.0,19,11.378098088311146,0.0,9.98,0.0,0.0026137137145751713,1.3801,[[2.6261861e-09]],0.0,0.0,0.0,[[2.6261861e-09]],500.0,100,9.999999999997792
